,w10max
0,11.37431812286377
1,12.57040023803711
2,12.993572235107422
3,12.2510404586792
4,12.024080276489258
5,12.353286743164062
6,11.50003719329834
7,11.472702980041504
8,11.59927749633789
9,12.569585800170898
10,12.140535354614258
11,12.945673942565918
12,12.50100326538086
13,12.682408332824707
14,13.690323829650879
15,13.306711196899414
16,13.022889137268066
17,14.974543571472168
18,13.088996887207031
19,11.310077667236328
20,10.648088455200195
21,11.386589050292969
22,12.582813262939453
23,12.963459968566895
24,13.134703636169434
25,13.467289924621582
26,14.415634155273438
27,14.742215156555176
28,13.296773910522461
29,13.619199752807617
30,14.910548210144043
31,15.250722885131836
32,14.598081588745117
33,14.054264068603516
34,12.281061172485352
35,14.759106636047363
36,14.87557601928711
37,15.671332359313965
38,13.589128494262695
39,16.15733528137207
40,18.090961456298828
41,16.068490982055664
42,15.819104194641113
43,15.08580493927002
44,16.60562515258789
45,16.536457061767578
46,16.189748764038086
47,16.93699073791504
48,18.84538459777832
49,19.53472137451172
50,16.484634399414062
51,16.76024627685547
52,16.529767990112305
53,16.38165283203125
54,17.111454010009766
55,17.743818283081055
56,18.803926467895508
57,18.780231475830078
58,18.0042667388916
59,16.77467918395996
60,16.02039337158203
