,Pmin
0,1008.55375
1,1006.545625
2,1005.533125
3,1007.83375
4,1008.410625
5,1006.185625
6,1007.155
7,1009.6175
8,1009.418125
9,1006.746875
10,1007.034375
11,1009.2475
12,1009.688125
13,1007.210625
14,1006.405
15,1008.470625
16,1008.6125
17,1005.159375
18,1005.465625
19,1007.76
20,1008.449375
21,1007.084375
22,1006.970625
23,1007.965625
24,1008.83625
25,1006.325625
26,1006.09
27,1006.8225
28,1006.673125
29,1004.81
30,1005.165
31,1006.851875
32,1008.15375
33,1006.161875
34,1006.836875
35,1008.14
36,1008.50875
37,1007.3425
38,1006.913125
39,1008.3625
40,1008.579375
41,1006.949375
42,1006.0025
43,1007.315625
44,1008.850625
45,1008.385
46,1007.8875
47,1009.169375
48,1010.083125
49,1007.68125
50,1006.98375
51,1009.275625
52,1011.02375
53,1010.465
54,1009.4625
55,1011.005
56,1012.56625
57,1011.095
58,1009.425625
59,1010.861875
60,1012.82375
61,1012.34125
62,1011.0375
63,1012.071875
64,1014.155
65,1011.4975
66,1008.406875
