,tot_Prec_Intg
0,957.4480354785919
1,1026.9013047218323
2,961.7318212985992
3,892.9742872714996
4,887.6338601112366
5,943.5763955116272
6,851.8344163894653
7,1403.6104083061218
8,1450.4578709602356
9,1424.9539375305176
10,1153.467521071434
11,1210.6136977672577
12,1053.7060350179672
13,979.2248904705048
14,991.2209957838058
15,1416.1188900470734
16,1526.428684592247
17,1330.2813470363617
18,1216.767579317093
19,1361.8914783000946
20,1268.3385610580444
21,1129.5559257268906
22,1106.9756746292114
23,1437.111273407936
24,1101.2811213731766
25,946.9985961914062
26,830.7262510061264
27,894.9603140354156
28,858.9350432157516
29,890.5823528766632
30,767.1474665403366
31,756.0846954584122
32,785.5167984962463
33,815.545916557312
34,698.1563568115234
35,725.029855966568
36,621.9640374183655
37,649.1329520940781
38,726.1192798614502
39,852.4731546640396
40,901.5572816133499
41,928.5371005535126
42,827.508270740509
43,907.3201566934586
44,833.962932229042
45,637.7386301755905
46,768.5687392950058
47,891.5504813194275
48,896.022766828537
49,762.6762986183167
50,619.3758547306061
51,786.7984473705292
52,720.9289819002151
53,694.7100162506104
54,922.483429312706
55,892.0247107744217
56,957.4874490499496
57,1129.8921704292297
58,1280.8030843734741
59,1537.2423827648163
60,1465.1094377040863
61,1372.9150593280792
62,1192.4625933170319
63,1234.5509231090546
64,1133.0410838127136
65,1321.1509585380554
66,1440.9048855304718
67,1379.8792660236359
68,1342.0826196670532
69,1483.142375946045
70,1519.6838229894638
71,1258.3667784929276
72,1062.9598796367645
73,922.7195382118225
74,984.5466911792755
75,895.0735628604889
76,907.3790907859802
77,798.6786216497421
78,712.4049216508865
79,564.5574629306793
80,586.3445997238159
81,554.8675358295441
82,513.0500346422195
83,500.6500333547592
84,400.7754474878311
85,304.88088726997375
86,282.90458023548126
87,288.3000671863556
88,289.7566556930542
89,273.67085218429565
90,255.8021992444992
91,350.86341202259064
92,275.83181858062744
93,220.51014006137848
94,261.82815432548523
95,257.76565074920654
96,256.9758892059326
