,Pmin
0,1004.1625
1,1001.153125
2,1000.55375
3,1001.92125
4,1002.775
5,1001.18875
6,1000.329375
7,1001.649375
8,1002.839375
9,1000.3425
10,999.466875
11,1001.390625
12,1001.234375
13,999.846875
14,999.85875
15,1000.43875
16,1001.784375
17,999.6975
18,999.4075
19,1000.673125
20,1001.375625
21,999.45125
22,997.816875
23,997.78125
24,998.343125
25,996.635625
26,996.980625
27,998.41375
28,998.43
29,996.298125
30,995.861875
31,997.030625
32,998.57375
33,996.67375
34,998.388125
35,1000.5675
36,1003.009375
37,1002.793125
38,1000.68
39,1001.320625
40,1003.835625
41,1002.569375
42,1003.45375
43,1005.14125
44,1006.389375
45,1005.676875
46,1005.28875
47,1007.045625
48,1008.978125
49,1007.689375
50,1006.245
51,1007.603125
52,1009.020625
53,1008.41625
54,1008.088125
55,1009.818125
56,1011.82125
