,Prec_Intg
0,246.87903001904488
1,343.87385472655296
2,286.81409545242786
3,291.31628572940826
4,255.78778237104416
5,275.5744382739067
6,227.10388526320457
7,214.11074325442314
8,221.6465212404728
9,285.8549542725086
10,298.900343477726
11,361.91897466778755
12,400.70176124572754
13,395.20399644970894
14,349.77614879608154
15,283.07298198342323
16,245.02312764525414
17,267.88709685206413
18,283.74578803777695
19,308.622270822525
20,345.0598195195198
21,390.3580456972122
22,350.78974440693855
23,299.2175705730915
24,257.10342451930046
25,244.94757875800133
26,263.0446292459965
27,285.3938192129135
28,264.8283913731575
29,242.250207811594
30,224.1632528603077
31,184.29163843393326
32,195.66092640161514
33,256.70699775218964
34,283.8791720569134
35,262.7719007432461
36,321.03076577186584
37,289.40096497535706
38,227.07365453243256
39,138.12273740768433
40,151.25995501875877
41,253.64022701978683
42,273.99880811572075
43,299.1803176701069
44,223.52997213602066
45,220.58198228478432
46,209.32400599122047
47,165.9080572426319
48,185.3787712752819
49,178.70375886559486
50,184.59009006619453
51,231.31418973207474
52,237.40669712424278
53,167.77710989117622
54,149.44914728403091
55,160.6251671910286
56,172.4192500114441
57,200.14353096485138
58,306.55721202492714
59,339.51377496123314
60,332.26393163204193
61,256.33305311203003
62,216.2831649184227
63,187.14359030127525
64,186.28578633069992
65,198.06653261184692
66,218.06461736559868
67,191.83238968253136
68,190.5660331249237
