,Prec_Intg
0,323.5188312828541
1,400.910135358572
2,424.78883638978004
3,343.12259405851364
4,326.6187570989132
5,335.3915922343731
6,330.67718148231506
7,358.3257086575031
8,423.9107109606266
9,612.1838092803955
10,575.334969907999
11,531.3926562666893
12,507.33666867017746
13,496.19631841778755
14,485.7628792524338
15,410.5187766253948
16,406.08493611216545
17,432.40778148174286
18,416.780486702919
19,427.31551453471184
20,373.72127175331116
21,360.178854316473
22,320.4488195478916
23,265.6872570514679
24,241.70154705643654
25,377.2131912410259
26,333.00427719950676
27,306.30888417363167
28,256.00358843803406
29,259.2419274151325
30,218.4126153588295
31,170.94191163778305
32,162.3515784740448
33,221.3711105287075
34,241.87475442886353
35,253.01052257418633
36,206.77590742707253
37,224.09826517105103
38,227.3673377931118
39,236.72275245189667
40,238.8448268175125
41,285.5757437646389
42,265.49406349658966
43,247.78615683317184
44,213.98145705461502
45,194.376353174448
46,189.62472677230835
47,202.06164568662643
48,218.50280463695526
49,205.0498127937317
50,134.13812965154648
51,130.53767383098602
52,136.52291148900986
53,127.20229104161263
54,108.86836796998978
