,Prec_Intg
0,181.9847710430622
1,150.52294358611107
2,146.95920050144196
3,160.30585393309593
4,187.45256587862968
5,185.52543595433235
6,208.2301303744316
7,243.84867399930954
8,206.05962723493576
9,227.6315540075302
10,232.34747350215912
11,286.09469532966614
12,302.7690760791302
13,376.7861984670162
14,355.29226064682007
15,323.34577292203903
16,335.61987802386284
17,402.2475518286228
18,373.6708499491215
19,348.0004146695137
20,400.887168943882
21,463.79899606108665
22,402.20560505986214
23,322.8692524135113
24,276.9405208528042
25,316.5748529136181
26,273.7094461917877
27,256.2304772436619
28,262.9117853939533
29,258.7786503136158
30,247.54241108894348
31,232.0818230509758
32,264.3154002726078
33,319.75502148270607
34,340.08316695690155
35,328.66090536117554
36,313.3563697338104
37,371.14670500159264
38,439.5538568496704
39,438.6703111231327
40,444.3800076842308
41,494.97678875923157
42,477.1766811609268
43,468.4264026582241
44,489.1689121723175
45,394.09128949046135
46,367.3470951616764
47,353.9497032761574
48,360.20444706082344
49,341.2659466266632
50,340.89352935552597
51,347.4634699523449
52,327.879935503006
53,330.19181340932846
54,284.54113751649857
55,238.03282529115677
56,202.21691578626633
57,207.55091682076454
58,161.24796122312546
59,171.33383080363274
60,150.7849246263504
61,150.48760920763016
62,111.51371523737907
63,77.04650983214378
64,37.63096407055855
65,43.11311990022659
66,50.84030330181122
67,44.59071904420853
68,34.90479663014412
69,29.06056120991707
70,16.04946330189705
71,12.991148978471756
72,13.631787151098251
73,15.199575573205948
74,16.80457964539528
75,19.404161721467972
76,17.531197518110275
77,21.65013924241066
78,10.705851018428802
79,12.41493970155716
80,9.491480886936188
81,17.048940062522888
82,18.984973430633545
83,21.371766924858093
84,25.789886713027954
85,28.054043650627136
86,23.07124435901642
87,22.39517867565155
88,23.287702351808548
89,30.277986079454422
90,29.51294183731079
91,48.624444752931595
92,45.59313878417015
93,54.65354770421982
94,61.67684681713581
95,57.680681347846985
96,39.5960733294487
97,45.488178730010986
98,61.316583305597305
99,73.7503357231617
100,73.9670917391777
101,64.85490128397942
102,43.59325394034386
103,43.80771890282631
104,39.75210711359978
105,74.26545023918152
106,110.71637272834778
107,125.90982019901276
108,121.86598032712936
109,100.34475475549698
