,Pmin
0,1007.2625
1,1008.311875
2,1006.141875
3,1005.035625
4,1006.63
5,1008.118125
6,1006.6425
7,1005.6375
8,1007.515
9,1007.885625
10,1005.984375
11,1005.605625
12,1007.214375
13,1008.269375
14,1006.9025
15,1006.693125
16,1008.71125
17,1008.66875
18,1006.499375
19,1006.23375
20,1007.389375
21,1008.19375
22,1006.63875
23,1006.288125
24,1007.28625
25,1006.645625
26,1003.548125
27,1002.569375
28,1002.416875
29,1001.69625
30,999.78625
31,998.82625
32,1000.023125
33,999.304375
34,996.790625
35,996.0775
36,998.3875
37,998.496875
38,997.398125
39,996.665
40,998.876875
41,998.86875
42,996.65625
43,996.251875
44,998.33375
45,999.18
46,998.06875
47,997.093125
48,999.944375
49,1001.49
50,1000.020625
51,999.779375
52,1001.770625
53,1002.706875
54,1001.960625
55,1001.045625
56,1004.209375
57,1005.22625
58,1004.105
59,1003.13375
60,1005.95125
61,1008.180625
62,1006.33125
63,1004.72875
64,1007.161875
65,1008.40125
66,1006.7825
67,1005.518125
68,1006.87125
