,Prec_Intg
0,158.89665111899376
1,195.03412768244743
2,202.06889137625694
3,153.38195487856865
4,159.83417630195618
5,206.4439095556736
6,196.1701735854149
7,255.81957772374153
8,241.38590320944786
9,266.9658325612545
10,202.73270085453987
11,178.71053889393806
12,147.81003817915916
13,186.74258142709732
14,246.0491843521595
15,268.8237838447094
16,306.3047491014004
17,343.5187600553036
18,338.43517303466797
19,354.34799268841743
20,339.5913355052471
21,288.34110125899315
22,303.4752979874611
23,323.98128882050514
24,356.67356103658676
25,365.93999713659286
26,346.7884287238121
27,397.83675223588943
28,308.33426862955093
29,365.3183579444885
30,412.343330681324
31,476.2987978756428
32,475.8778214454651
33,465.648602694273
34,481.4775660634041
35,424.7985780239105
36,354.46885973215103
37,429.9103282392025
38,464.9847187101841
39,365.3886541724205
40,340.9004397690296
41,314.9491734802723
42,292.11629182100296
