,Prec_max
0,4.85844612121582
1,14.980888366699219
2,7.774114608764648
3,5.234813690185547
4,5.576848983764648
5,7.505035400390625
6,7.384014129638672
7,8.44874382019043
8,7.684850692749023
9,6.58106803894043
10,7.688713073730469
11,4.170083999633789
12,4.4460296630859375
13,7.540655136108398
14,7.010650634765625
15,8.186101913452148
16,8.747005462646484
17,6.201267242431641
18,7.450532913208008
19,7.239389419555664
20,11.292314529418945
21,12.35189437866211
22,9.179162979125977
23,5.487585067749023
24,5.754518508911133
25,10.516834259033203
26,11.342096328735352
27,11.99955940246582
28,9.807443618774414
29,24.096107482910156
30,16.08295440673828
31,13.606739044189453
32,15.247392654418945
33,18.129587173461914
34,14.114856719970703
35,14.56761360168457
36,14.37063217163086
37,11.277294158935547
38,13.79556655883789
39,11.236953735351562
40,13.018369674682617
41,13.380146026611328
42,13.834190368652344
43,13.547086715698242
44,16.073942184448242
45,15.70744514465332
46,18.66130828857422
47,15.101909637451172
48,17.93990135192871
49,15.81730842590332
50,15.921163558959961
51,15.565824508666992
52,17.760944366455078
53,20.078372955322266
54,25.978374481201172
55,25.963783264160156
56,31.674957275390625
57,30.704212188720703
58,21.677398681640625
59,8.39681625366211
60,6.796932220458984
61,7.190895080566406
62,5.64122200012207
63,13.035964965820312
64,20.675325393676758
65,18.086671829223633
66,16.979026794433594
67,21.989822387695312
68,19.505882263183594
69,6.802082061767578
70,8.956003189086914
71,15.532350540161133
72,17.02709197998047
73,15.547370910644531
74,13.081026077270508
75,13.708019256591797
76,10.869169235229492
77,9.532356262207031
78,8.837127685546875
79,7.958221435546875
80,12.591791152954102
81,12.410688400268555
82,11.519765853881836
83,10.960578918457031
84,7.497739791870117
85,15.970945358276367
86,15.725040435791016
87,21.93145751953125
88,15.577840805053711
89,12.900781631469727
90,14.627265930175781
91,9.663248062133789
92,6.466913223266602
93,7.117509841918945
94,6.017160415649414
95,8.875751495361328
96,15.119504928588867
