,Pmin
0,1005.436875
1,1002.969375
2,1000.723125
3,1001.41125
4,1001.721875
5,998.775625
6,996.015625
7,996.4475
8,996.46375
9,993.893125
10,991.404375
11,992.146875
12,992.12625
13,989.87
14,988.363125
15,988.585625
16,988.259375
17,985.903125
18,983.6325
19,984.113125
20,985.2525
21,982.46125
22,977.474375
23,977.731875
24,980.0075
25,977.849375
26,976.980625
27,974.58
28,974.808125
29,975.166875
30,973.416875
31,970.64375
32,967.67875
33,970.278125
34,974.195625
35,975.316875
36,979.09875
37,981.11375
38,981.318125
39,984.031875
40,984.554375
41,981.816875
42,983.194375
43,983.704375
44,985.491875
45,985.751875
46,986.24375
47,986.545625
48,987.715
49,988.83375
50,989.018125
51,991.06375
52,993.2625
53,992.899375
54,992.31375
55,994.189375
56,995.0075
57,994.195625
58,993.398125
59,994.70375
60,996.1775
61,995.731875
62,995.8425
63,997.25875
64,997.385625
65,995.861875
66,994.325625
