,Prec_max
0,9.521627426147461
1,21.949052810668945
2,25.8878231048584
3,24.822664260864258
4,15.698003768920898
5,36.69862747192383
6,22.274351119995117
7,14.449596405029297
8,11.02151870727539
9,36.28277778625488
10,31.911420822143555
11,24.959993362426758
12,21.254253387451172
13,48.2600212097168
14,50.99673271179199
15,29.529190063476562
16,35.410308837890625
17,43.95432472229004
18,39.01691436767578
19,32.331132888793945
20,31.17499351501465
21,36.12055778503418
22,34.500932693481445
23,30.441999435424805
24,26.9589900970459
25,41.663503646850586
26,36.130428314208984
27,27.635765075683594
28,19.22907829284668
29,45.97349166870117
30,43.46723556518555
31,37.311458587646484
32,13.718748092651367
33,15.348672866821289
34,27.76494026184082
35,41.548919677734375
36,24.094820022583008
37,11.76910400390625
38,8.640146255493164
39,11.519765853881836
40,9.325075149536133
41,12.972021102905273
42,6.681489944458008
43,5.051994323730469
44,3.8168907165527344
45,7.655668258666992
46,5.16657829284668
47,8.88519287109375
48,8.983898162841797
49,6.7806243896484375
50,9.000205993652344
