,Pmin
0,1008.11375
1,1008.920625
2,1010.23375
3,1008.959375
4,1007.684375
5,1008.583125
6,1009.26125
7,1007.77375
8,1006.819375
9,1008.029375
10,1009.05875
11,1008.005625
12,1006.408125
13,1007.303125
14,1009.07375
15,1007.396875
16,1006.551875
17,1007.36375
18,1009.0275
19,1008.403125
20,1006.8525
21,1007.83625
22,1009.38875
23,1007.600625
24,1006.151875
25,1006.54
26,1007.59
27,1006.805
28,1003.83375
29,1003.86625
30,1005.334375
31,1003.754375
32,1002.188125
33,1002.441875
34,1003.21
35,1002.415
36,999.99625
37,1000.103125
38,999.983125
39,998.336875
40,996.4225
41,997.095
42,997.5275
43,996.52875
44,994.470625
45,994.588125
46,994.326875
47,992.1025
48,988.946875
49,989.190625
50,988.223125
51,988.020625
52,986.674375
53,987.7125
54,990.06875
55,991.206875
56,989.333125
57,993.38625
58,999.483125
59,1002.161875
60,1002.000625
61,1002.4825
62,1004.38
63,1005.054375
64,1003.15875
65,1002.51125
66,1004.16875
67,1005.13625
68,1004.11
69,1003.766875
70,1005.165625
71,1005.995
72,1003.238125
73,1001.891875
74,1004.4975
75,1004.836875
76,1003.220625
77,1002.9075
78,1004.45375
79,1005.02
80,1002.9
81,1002.5325
82,1003.24875
83,1004.465625
84,1002.78625
85,1001.8925
86,1004.6175
87,1005.631875
88,1003.8575
89,1003.71875
90,1006.880625
91,1008.219375
92,1007.48
93,1007.02
94,1009.24875
95,1011.123125
96,1009.9075
