,Prec_max
0,4.448175430297852
1,4.818105697631836
2,6.485795974731445
3,4.972600936889648
4,4.962301254272461
5,4.416847229003906
6,3.471851348876953
7,30.15146255493164
8,10.686349868774414
9,6.195688247680664
10,6.03947639465332
11,28.45587730407715
12,17.633056640625
13,6.8424224853515625
14,5.071735382080078
15,10.810375213623047
16,11.793994903564453
17,12.955713272094727
18,13.474559783935547
19,12.893056869506836
20,14.891195297241211
21,12.968587875366211
22,10.591936111450195
23,12.051057815551758
24,10.630130767822266
25,13.060855865478516
26,12.669897079467773
27,17.627906799316406
28,18.56389045715332
29,18.910646438598633
30,17.119359970092773
31,26.67102813720703
32,19.715309143066406
33,20.928525924682617
34,20.62211036682129
35,20.992469787597656
36,16.997480392456055
37,17.59014129638672
38,17.534780502319336
39,16.581201553344727
40,21.312618255615234
41,19.726037979125977
42,17.90599822998047
43,26.027297973632812
44,25.383996963500977
45,28.727102279663086
46,20.04404067993164
47,22.046470642089844
48,29.78367805480957
49,22.40309715270996
50,26.09381675720215
51,28.89103889465332
52,19.596004486083984
53,24.18365478515625
54,28.491497039794922
55,29.748058319091797
56,19.072866439819336
57,24.38664436340332
58,14.782190322875977
59,13.806295394897461
60,18.484926223754883
61,20.273208618164062
62,22.74041175842285
63,19.15268898010254
64,20.397663116455078
65,22.266197204589844
66,22.553300857543945
67,25.26082992553711
68,25.90198516845703
69,27.407455444335938
70,32.07964897155762
71,37.39171028137207
72,31.894254684448242
73,25.182723999023438
74,20.29423713684082
