,tot_Prec_Intg
0,1054.418385028839
1,1012.1059417724609
2,848.3711630105972
3,912.0957553386688
4,784.4355702400208
5,979.8163175582886
6,1262.7880275249481
7,1567.69298017025
8,1412.7576351165771
9,1154.3505638837814
10,1050.853580236435
11,1615.19855260849
12,1436.111405491829
13,1430.6467771530151
14,1577.928438782692
15,1917.6792353391647
16,1908.1378728151321
17,2138.85560631752
18,2413.974553346634
19,2253.2708197832108
20,2188.6061877012253
21,2200.576812028885
22,2160.5922281742096
23,2121.526151895523
24,1950.6047666072845
25,1874.5695054531097
26,2038.479745388031
27,2141.1801874637604
28,1878.5668909549713
29,1949.9067962169647
30,2113.9316260814667
31,2387.8102749586105
32,2099.5619148015976
33,1953.471228480339
34,1873.3634054660797
35,2071.4907348155975
36,2074.107304215431
37,1948.5363364219666
38,1904.0562957525253
39,2232.7814996242523
40,2192.3577040433884
41,2140.0784701108932
42,2216.706946492195
43,2441.3322657346725
44,2141.631692647934
45,1925.5593419075012
46,1680.9412837028503
47,1732.5074225664139
48,1691.8738931417465
49,1581.6806256771088
50,1556.2648326158524
51,1718.7170684337616
52,1468.3518558740616
53,1487.7714216709137
54,1413.583755493164
55,1665.4714196920395
56,1975.6828993558884
57,2211.451902985573
58,2554.3448328971863
59,2824.7708082199097
60,2776.2752771377563
61,2660.1816713809967
62,2491.169199347496
63,2373.3381927013397
