,tot_Prec_max
0,20.099163055419922
1,9.284496307373047
2,6.920814514160156
3,5.7830810546875
4,5.235195159912109
5,8.0413818359375
6,9.890556335449219
7,10.220527648925781
8,10.245323181152344
9,13.650894165039062
10,9.222030639648438
11,7.016181945800781
12,9.958744049072266
13,12.02249526977539
14,9.503364562988281
15,9.970664978027344
16,10.210514068603516
17,17.736434936523438
18,17.667293548583984
19,19.084453582763672
20,18.965721130371094
21,21.63553237915039
22,15.216827392578125
23,12.530803680419922
24,14.925956726074219
25,14.188766479492188
26,16.24155044555664
27,16.32976531982422
28,13.638973236083984
29,17.462730407714844
30,16.13330841064453
31,13.27371597290039
32,13.298988342285156
33,12.700080871582031
34,12.933731079101562
35,14.01519775390625
36,18.36538314819336
37,37.476539611816406
38,16.21103286743164
39,22.27926254272461
40,23.39649200439453
41,18.04065704345703
42,16.48426055908203
43,9.192943572998047
44,9.044647216796875
45,11.120796203613281
46,11.396408081054688
47,22.81665802001953
48,22.27640151977539
49,19.18315887451172
50,10.378837585449219
51,8.389949798583984
52,9.575366973876953
53,9.202003479003906
54,8.782386779785156
55,10.05411148071289
56,12.557029724121094
57,15.892982482910156
58,13.797760009765625
59,12.981414794921875
60,13.569355010986328
61,17.711639404296875
62,17.01974868774414
63,16.179561614990234
64,14.37520980834961
65,17.678260803222656
66,16.118526458740234
67,15.594005584716797
68,7.861614227294922
69,9.562492370605469
70,9.265899658203125
71,12.29715347290039
72,10.75601577758789
73,15.177249908447266
74,14.078617095947266
75,16.823768615722656
76,18.233299255371094
77,24.83654022216797
78,24.287700653076172
79,12.486457824707031
80,9.678840637207031
