,tot_Prec_max
0,2.8657913208007812
1,6.367206573486328
2,6.226539611816406
3,5.755424499511719
4,6.145000457763672
5,6.665229797363281
6,8.523941040039062
7,5.348682403564453
8,5.538463592529297
9,4.0912628173828125
10,4.7149658203125
11,6.712913513183594
12,6.2503814697265625
13,6.938934326171875
14,4.702091217041016
15,10.007858276367188
16,30.707359313964844
17,5.764007568359375
18,10.704517364501953
19,10.107040405273438
20,8.817672729492188
21,9.486675262451172
22,9.488105773925781
23,11.928081512451172
24,15.131950378417969
25,26.42059326171875
26,22.986412048339844
27,18.236160278320312
28,16.843795776367188
29,21.966934204101562
30,14.07623291015625
31,21.597862243652344
32,20.566463470458984
33,14.336109161376953
34,16.636371612548828
35,17.745018005371094
36,14.871597290039062
37,15.55776596069336
38,11.598587036132812
39,10.896682739257812
40,9.495735168457031
41,13.671398162841797
42,12.890815734863281
43,12.119293212890625
44,9.142875671386719
45,11.878490447998047
46,13.754844665527344
47,14.569759368896484
48,18.132686614990234
49,18.42975616455078
50,19.495010375976562
51,19.021987915039062
52,24.695873260498047
53,28.50055694580078
54,28.700828552246094
55,12.636661529541016
56,23.36263656616211
57,20.347118377685547
58,22.98879623413086
59,28.426647186279297
60,28.699874877929688
61,16.67928695678711
62,23.82659912109375
63,24.93000030517578
64,24.13177490234375
65,22.97210693359375
