,tot_Prec_max
0,5.459785461425781
1,13.513565063476562
2,6.592750549316406
3,3.9453506469726562
4,4.331111907958984
5,6.863594055175781
6,6.7119598388671875
7,8.198738098144531
8,7.3394775390625
9,4.828929901123047
10,5.109310150146484
11,4.234790802001953
12,3.856182098388672
13,7.506370544433594
14,5.9528350830078125
15,7.411956787109375
16,8.090496063232422
17,7.173061370849609
18,6.199836730957031
19,6.418704986572266
20,8.638381958007812
21,11.794090270996094
22,8.394241333007812
23,5.099773406982422
24,4.6558380126953125
25,10.942459106445312
26,9.853839874267578
27,11.264801025390625
28,9.903430938720703
29,24.419784545898438
30,18.87035369873047
31,12.829780578613281
32,12.667179107666016
33,18.284320831298828
34,15.238285064697266
35,14.819622039794922
36,13.305187225341797
37,10.478019714355469
38,13.132095336914062
39,10.900497436523438
40,11.49749755859375
41,12.04824447631836
42,13.436317443847656
43,13.166427612304688
44,15.233993530273438
45,13.328075408935547
46,14.820098876953125
47,14.470100402832031
48,14.409542083740234
49,14.593124389648438
50,13.83209228515625
51,13.821601867675781
52,14.441490173339844
53,16.035079956054688
54,25.40445327758789
55,21.119117736816406
56,30.087947845458984
57,28.315067291259766
58,21.67367935180664
59,9.764671325683594
60,6.114482879638672
61,5.255699157714844
62,4.675388336181641
63,7.720947265625
64,17.806529998779297
65,15.148162841796875
66,14.50347900390625
67,16.893386840820312
68,16.75128936767578
69,5.650043487548828
70,6.766319274902344
71,14.14632797241211
72,16.61205291748047
73,13.718605041503906
74,13.065814971923828
75,11.165618896484375
76,10.87331771850586
77,9.175300598144531
78,8.08572769165039
79,6.346225738525391
80,7.170677185058594
81,12.465953826904297
82,11.364936828613281
83,8.378982543945312
84,7.009029388427734
85,18.961429595947266
86,13.476371765136719
87,16.668319702148438
88,14.922618865966797
89,10.679244995117188
90,11.308670043945312
91,8.471488952636719
92,4.990100860595703
93,5.389690399169922
94,4.2018890380859375
95,5.647182464599609
96,8.042335510253906
