,tot_Prec_Intg
0,235.32472550868988
1,153.7340134382248
2,160.63377261161804
3,181.11050128936768
4,233.81277918815613
5,320.0852870941162
6,315.64779579639435
7,349.2165356874466
8,216.1308377981186
9,196.97442650794983
10,266.1637216806412
11,344.77338194847107
12,392.6795721054077
13,507.50210881233215
14,537.6069992780685
15,580.7077139616013
16,501.859113574028
17,442.6424205303192
18,274.89230036735535
19,518.9026892185211
20,588.846430182457
21,634.574294090271
22,733.0894470214844
23,554.9043416976929
24,302.6771545410156
25,467.39518642425537
26,585.901290178299
27,716.7227566242218
28,652.0160287618637
29,703.4097611904144
30,760.3389769792557
31,1109.2109978199005
32,951.421707868576
33,628.8675218820572
34,655.0093740224838
35,709.7446173429489
36,710.24090051651
37,715.9844040870667
38,584.7025662660599
39,539.3282324075699
40,532.9729616641998
41,519.9649930000305
42,540.5570566654205
43,548.7944930791855
44,585.009753704071
45,675.763189792633
46,672.5591421127319
47,474.284291267395
48,430.23794889450073
49,446.59100472927094
50,528.469979763031
51,604.2217463254929
52,647.1056491136551
53,828.6216855049133
54,959.8909318447113
55,1177.8989434242249
56,1295.555755496025
57,1358.9907437562943
58,1239.7745251655579
59,1435.9112083911896
60,1444.2751556634903
61,1374.238133430481
62,1383.000761270523
63,970.9502011537552
