,Prec_max
0,29.574251174926758
1,32.62939453125
2,33.25510025024414
3,35.621023178100586
4,35.23135185241699
5,24.19567108154297
6,17.757511138916016
7,20.104122161865234
8,16.671323776245117
9,21.53191566467285
10,24.425697326660156
11,31.664228439331055
12,32.669734954833984
13,17.85449981689453
14,18.306827545166016
15,17.990541458129883
16,20.66802978515625
17,25.495576858520508
18,26.160764694213867
19,31.732892990112305
20,44.0251350402832
21,34.46187973022461
22,33.66408348083496
23,30.85484504699707
24,23.139095306396484
25,30.860424041748047
26,34.79447364807129
27,19.76637840270996
28,19.00162696838379
29,30.739831924438477
30,16.202259063720703
31,11.173009872436523
32,12.09568977355957
33,17.424917221069336
34,18.57161521911621
35,19.214487075805664
36,18.63384246826172
37,18.081951141357422
38,11.10391616821289
39,8.835411071777344
40,14.15562629699707
41,39.165401458740234
42,51.23147964477539
43,42.62824058532715
44,35.68925857543945
45,33.959341049194336
46,14.44401741027832
47,19.904565811157227
48,13.124799728393555
49,49.7255802154541
50,46.75412178039551
51,43.87235641479492
52,28.040456771850586
