,Prec_Intg
0,124.27094392478466
1,81.27894252538681
2,58.57164040207863
3,72.45853543281555
4,64.97647613286972
5,104.89556938409805
6,89.7989422082901
7,87.49585598707199
8,84.61527526378632
9,67.28708744049072
10,51.68359726667404
11,71.24535739421844
12,93.26169267296791
13,114.72096666693687
14,109.9657453596592
15,211.67900413274765
16,164.55993056297302
17,126.96612626314163
18,70.64638659358025
19,93.07289496064186
20,126.02636590600014
21,170.57595774531364
22,257.11163878440857
23,226.56314074993134
24,268.76257732510567
25,278.8502350449562
26,237.12582886219025
27,259.6358209848404
28,234.23941805958748
29,250.35293772816658
30,275.9045548737049
31,269.70041915774345
32,218.1577868759632
33,167.26527363061905
34,155.26363626122475
35,193.11603158712387
36,187.03335896134377
37,196.10505551099777
38,195.89150324463844
39,328.1775675714016
40,280.8769606053829
41,281.3270315527916
42,277.5190398097038
43,414.64734822511673
44,476.5181802213192
45,455.7270370423794
46,463.4329862892628
47,448.1039196252823
48,428.3435083925724
49,423.03964495658875
50,386.19136437773705
51,455.39094135165215
52,361.83325573801994
53,351.471696048975
54,363.7431375682354
55,418.7638871371746
56,411.59747168421745
57,378.20715457201004
58,359.18259993195534
59,372.56034091115
60,354.74859178066254
61,349.2050804197788
62,388.8244554400444
63,415.5063256621361
64,372.93605506420135
65,335.13128757476807
66,357.46561363339424
67,364.18844014406204
68,367.5273433327675
69,328.0658833682537
70,402.9330424964428
71,515.5425705015659
72,523.5874280333519
73,482.3986440896988
74,468.2743735611439
75,486.4532873034477
76,522.2779884934425
77,575.2134323120117
78,592.71439909935
