,Pmin
0,1005.58375
1,1003.560625
2,1002.4
3,1003.98
4,1004.383125
5,1001.07875
6,1000.253125
7,1001.509375
8,1001.34125
9,998.675625
10,998.324375
11,999.97875
12,999.69875
13,996.348125
14,996.338125
15,997.90125
16,997.136875
17,994.489375
18,993.91375
19,995.08375
20,994.125
21,991.57875
22,991.663125
23,991.725
24,990.670625
25,989.655625
26,987.854375
27,988.23875
28,989.483125
29,986.781875
30,985.428125
31,987.35875
32,988.206875
33,986.46875
34,983.97125
35,983.464375
36,982.085625
37,981.2475
38,978.429375
39,980.253125
40,979.971875
41,977.104375
42,974.330625
43,974.566875
44,976.010625
45,974.944375
46,972.025
47,974.789375
48,975.61
49,974.575
50,974.43
51,980.654375
52,986.849375
53,986.946875
54,985.293125
55,988.006875
56,991.436875
57,991.415
58,990.744375
59,991.4175
60,993.190625
61,992.673125
62,994.806875
63,997.59875
64,999.989375
65,1000.0175
66,999.613125
67,1002.233125
68,1004.160625
69,1002.023125
70,1001.56625
71,1002.91
72,1004.069375
73,1003.1225
74,1003.025
75,1004.585625
76,1005.7575
77,1002.99875
78,1002.87375
79,1004.350625
80,1005.4875
81,1004.48875
82,1004.1375
83,1006.29
84,1008.49875
85,1006.556875
86,1005.75125
87,1007.065
88,1008.973125
89,1007.999375
90,1007.99625
91,1009.31875
92,1010.914375
