,tot_Prec_max
0,10.591506958007812
1,6.078243255615234
2,4.225254058837891
3,4.4097900390625
4,5.4454803466796875
5,8.597850799560547
6,12.26806640625
7,12.919902801513672
8,9.843826293945312
9,15.252113342285156
10,9.350776672363281
11,9.395599365234375
12,7.498741149902344
13,8.23068618774414
14,10.05411148071289
15,13.684272766113281
16,9.929656982421875
17,16.805171966552734
18,7.786750793457031
19,7.1620941162109375
20,9.59157943725586
21,20.237445831298828
22,23.132801055908203
23,22.68362045288086
24,19.490718841552734
25,29.6783447265625
26,22.41230010986328
27,10.121345520019531
28,6.730079650878906
29,10.967254638671875
30,8.672714233398438
31,9.487628936767578
32,9.11712646484375
33,9.598731994628906
34,12.21323013305664
35,9.844779968261719
36,7.199764251708984
37,12.79306411743164
38,14.493942260742188
39,14.20736312866211
40,14.750480651855469
41,9.867668151855469
42,8.695602416992188
43,7.353782653808594
44,10.150909423828125
45,8.706092834472656
46,10.549068450927734
47,16.182422637939453
48,19.043445587158203
49,11.904239654541016
50,11.866092681884766
51,12.248516082763672
52,9.847640991210938
53,11.101245880126953
54,10.20956039428711
55,16.811847686767578
56,22.48668670654297
57,22.699832916259766
58,16.60442352294922
59,14.004707336425781
60,10.202407836914062
61,8.890628814697266
62,7.845401763916016
63,10.333538055419922
64,11.663436889648438
65,17.57049560546875
66,19.231319427490234
67,19.458770751953125
68,14.190673828125
69,10.672569274902344
70,13.6260986328125
71,10.3912353515625
72,17.86661148071289
73,14.781951904296875
74,23.448944091796875
75,31.675338745117188
76,18.574237823486328
77,10.936737060546875
78,4.582405090332031
79,4.616737365722656
80,4.019737243652344
81,5.774497985839844
82,5.3234100341796875
83,1.4066696166992188
84,1.4705657958984375
85,2.994537353515625
86,1.5420913696289062
87,0.9741783142089844
88,1.4467239379882812
89,4.0378570556640625
90,2.9463768005371094
91,1.5282630920410156
92,0.3371238708496094
93,0.3662109375
94,0.3991127014160156
95,0.33283233642578125
96,0.2703666687011719
97,0.20694732666015625
98,0.4105567932128906
99,0.17070770263671875
100,0.2460479736328125
101,0.44536590576171875
102,0.3604888916015625
103,0.2994537353515625
104,0.23174285888671875
105,0.19979476928710938
106,0.3972053527832031
107,0.5059242248535156
108,0.32520294189453125
109,0.28896331787109375
110,0.4253387451171875
