,tot_Prec_Intg
0,517.9446935653687
1,1043.0391132831573
2,925.8123487234116
3,1167.3331260681152
4,1258.7068229913712
5,1048.4275221824646
6,703.5689055919647
7,801.3568818569183
8,693.138837814331
9,1055.6244105100632
10,1082.0713639259338
11,1052.5842756032944
12,1139.0118300914764
13,1317.3095136880875
14,1028.3151268959045
15,804.3386042118073
16,902.8872847557068
17,1055.5705428123474
18,1287.2260063886642
19,1363.8146966695786
20,1288.4899973869324
21,958.9476883411407
22,730.3883135318756
23,706.6899538040161
24,719.4811105728149
25,1050.9251058101654
26,1288.0060821771622
27,1208.462119102478
28,1050.3081232309341
29,894.097164273262
30,747.9682564735413
31,736.1401617527008
32,835.6767147779465
33,1389.57679271698
34,1713.598072528839
35,2020.6257700920105
36,2113.71511220932
37,1414.0355587005615
38,1188.0113929510117
39,1280.9032946825027
40,1515.4849737882614
