,Prec_max
0,5.266571044921875
1,6.282377243041992
2,6.182384490966797
3,3.28216552734375
4,3.193330764770508
5,4.403114318847656
6,5.015087127685547
7,11.394023895263672
8,5.100917816162109
9,24.482345581054688
10,6.218433380126953
11,7.344532012939453
12,4.615974426269531
13,5.705165863037109
14,5.580282211303711
15,6.985330581665039
16,5.002641677856445
17,11.641216278076172
18,4.976463317871094
19,3.1272411346435547
20,2.695941925048828
21,2.7933597564697266
22,5.909442901611328
23,7.47370719909668
24,7.368135452270508
25,6.164360046386719
26,5.890560150146484
27,7.099056243896484
28,3.469705581665039
29,2.295970916748047
30,2.774477005004883
31,3.3173561096191406
32,3.009653091430664
33,4.614686965942383
34,3.698444366455078
35,2.6083946228027344
36,7.004213333129883
37,6.501674652099609
38,6.362628936767578
39,6.62226676940918
40,3.987264633178711
41,3.678274154663086
42,2.98004150390625
43,2.9701709747314453
44,3.3379554748535156
45,3.902292251586914
46,5.748081207275391
47,6.397390365600586
48,4.774332046508789
49,3.943920135498047
50,2.881765365600586
51,4.375648498535156
52,4.893207550048828
53,2.801513671875
54,1.6895771026611328
55,1.4093399047851562
56,1.0677337646484375
57,2.0290374755859375
58,1.943206787109375
59,1.5895843505859375
60,1.2960433959960938
61,1.7702579498291016
62,1.9771099090576172
63,1.750946044921875
64,3.0452728271484375
65,1.5604019165039062
66,1.595163345336914
67,6.604242324829102
68,3.332805633544922
69,2.762889862060547
70,2.4062633514404297
71,3.449106216430664
72,2.2552013397216797
73,1.5754222869873047
74,2.469348907470703
75,10.399246215820312
76,14.377498626708984
77,8.94613265991211
78,2.3886680603027344
79,9.367132186889648
80,8.063364028930664
81,2.153491973876953
82,3.2971858978271484
83,5.45496940612793
84,17.03782081604004
85,3.7778377532958984
86,1.588296890258789
87,3.2122135162353516
88,1.389169692993164
89,1.4453887939453125
90,0.6870746612548828
91,2.675342559814453
92,4.764032363891602
93,4.812955856323242
94,4.454612731933594
95,5.124950408935547
96,2.8191089630126953
97,2.7019500732421875
98,2.627277374267578
99,10.940837860107422
100,5.5103302001953125
101,6.707668304443359
102,3.773975372314453
103,5.477285385131836
104,9.212207794189453
105,3.6821365356445312
106,4.23274040222168
107,4.714250564575195
108,6.789207458496094
