,tot_Prec_Intg
0,173.63175749778748
1,191.06552004814148
2,215.02912044525146
3,207.96075463294983
4,198.8723874092102
5,106.22538626194
6,85.85773408412933
7,63.46561014652252
8,169.081911444664
9,200.7962018251419
10,139.19226825237274
11,103.00830006599426
12,104.50772941112518
13,110.72978377342224
14,67.74678826332092
15,61.571672558784485
16,58.41687321662903
17,48.8029420375824
18,50.61589181423187
19,115.96918106079102
20,106.02951049804688
21,68.34723055362701
22,42.67588257789612
23,90.51799774169922
24,133.68375599384308
25,144.31029558181763
26,64.05659019947052
27,74.36215877532959
28,85.25379002094269
29,57.142674922943115
30,13.386160135269165
31,18.336549401283264
32,42.77467727661133
33,1.5863776206970215
34,1.7751753330230713
35,1.6036629676818848
36,0.5379319190979004
37,2.133697271347046
38,0.8164346218109131
39,0.705420970916748
40,0.17665326595306396
41,0.009238719940185547
42,0.0
