,tot_Prec_max
0,23.858070373535156
1,29.003143310546875
2,28.93543243408203
3,19.427776336669922
4,10.877132415771484
5,12.804508209228516
6,18.927574157714844
7,20.038604736328125
8,15.779495239257812
9,16.394615173339844
10,22.536277770996094
11,15.518665313720703
12,18.156051635742188
13,13.615608215332031
14,11.911869049072266
15,21.51966094970703
16,9.98544692993164
17,8.420944213867188
18,9.488105773925781
19,10.056495666503906
20,8.687496185302734
21,8.250713348388672
22,9.459972381591797
23,8.171558380126953
24,6.180286407470703
25,7.059574127197266
26,7.740497589111328
27,7.4920654296875
28,11.074542999267578
29,9.121894836425781
30,11.17849349975586
31,9.131431579589844
32,7.7228546142578125
33,10.70261001586914
34,11.995792388916016
35,13.6871337890625
36,16.9677734375
37,16.142845153808594
38,20.123958587646484
39,22.08566665649414
40,22.905349731445312
41,18.19896697998047
42,17.381668090820312
