,tot_Prec_Intg
0,847.2656458616257
1,747.1996545791626
2,760.4821771383286
3,798.381119966507
4,604.5392900705338
5,407.3019325733185
6,540.1887744665146
7,713.1174206733704
8,790.9541577100754
9,921.521782875061
10,841.1666750907898
11,618.458092212677
12,538.7816578149796
13,553.1615018844604
14,724.4011014699936
15,874.1581439971924
16,836.9133621454239
17,797.2417771816254
18,843.7997102737427
19,754.0937513113022
20,479.2850464582443
21,529.617965221405
22,636.5673243999481
23,626.7024576663971
24,626.2421607971191
25,516.7435854673386
26,524.1359025239944
27,472.6249724626541
28,317.28580594062805
29,311.3216161727905
30,406.84178471565247
31,445.75899839401245
32,496.0748553276062
33,436.59910559654236
34,393.61365139484406
35,304.2127192020416
36,187.1579885482788
37,154.98563647270203
38,206.5490186214447
39,352.1944582462311
40,354.6714782714844
41,222.48849272727966
42,189.1084760427475
43,145.30524611473083
44,132.4567198753357
45,126.17170810699463
46,257.6164901256561
47,179.59460616111755
48,123.28691780567169
49,81.42665028572083
50,65.02188742160797
51,65.99806249141693
52,68.28874349594116
53,65.06972014904022
54,58.769434690475464
55,83.03806185722351
56,82.41705596446991
57,56.01249635219574
58,43.13066601753235
59,40.26077687740326
60,21.725967526435852
61,14.14179801940918
62,49.10171031951904
63,113.12790215015411
64,139.72744345664978
65,67.6184892654419
66,81.26229047775269
