,Prec_Intg
0,247.78624065220356
1,259.8206698894501
2,271.07326313853264
3,314.7728368639946
4,305.51986768841743
5,219.2128263413906
6,194.8794163763523
7,192.10973754525185
8,141.24514535069466
9,181.6811040043831
10,203.03964614868164
11,266.44615456461906
12,207.87380635738373
13,172.06141725182533
14,171.3685318827629
15,276.1821262538433
16,233.97305980324745
17,178.26015129685402
18,223.66048768162727
19,346.38790413737297
20,325.40831714868546
21,343.5167670249939
22,316.93698838353157
23,359.5246747136116
24,279.6812169253826
25,255.8022178709507
26,261.92639023065567
27,299.59825798869133
28,253.32149118185043
29,271.3458612561226
30,285.05103662610054
31,337.07303926348686
32,316.94361940026283
33,303.25982719659805
34,315.6786784529686
35,280.4913558065891
36,335.29721200466156
37,405.8478958904743
38,496.21643498539925
39,520.1364681124687
40,526.3078585267067
41,571.4759975671768
42,484.33875665068626
43,469.54963356256485
44,429.0848411619663
45,460.0638151168823
46,407.7676124870777
47,431.95975944399834
48,431.18273839354515
49,375.4946403205395
50,368.10770630836487
51,297.28468507528305
52,318.9421258866787
53,316.05638563632965
54,374.9840520322323
55,402.66478434205055
56,333.0683894455433
57,291.1432459950447
58,331.16290345788
59,372.98083305358887
60,375.29749795794487
61,350.60837864875793
62,328.1957469880581
63,224.90426898002625
64,215.6527154147625
65,210.2765440940857
66,226.22447460889816
67,274.8706564307213
68,255.91284036636353
69,228.1365543603897
70,232.71532729268074
71,198.24938848614693
72,182.3476143181324
73,174.23009499907494
74,182.62643367052078
