,Pmin
0,1003.413125
1,1004.43625
2,1005.710625
3,1004.311875
4,1002.981875
5,1003.71375
6,1003.73125
7,1000.84125
8,998.791875
9,999.524375
10,1000.805
11,998.89
12,997.0225
13,997.39125
14,997.924375
15,994.93875
16,992.955
17,993.0625
18,993.1675
19,990.716875
20,987.664375
21,986.426875
22,986.494375
23,984.37875
24,981.458125
25,980.278125
26,981.316875
27,980.068125
28,978.750625
29,979.208125
30,980.249375
31,978.38375
32,975.114375
33,972.90125
34,970.34125
35,967.845
36,964.799375
37,963.614375
38,960.328125
39,957.91375
40,953.63875
41,950.224375
42,951.783125
43,956.53625
44,963.41875
45,968.6675
46,968.871875
47,968.4
48,966.050625
49,964.414375
50,965.73375
51,966.856875
52,967.280625
53,967.955
54,971.376875
55,975.8875
56,980.44625
57,985.595
58,992.53125
59,996.043125
60,996.92625
61,998.84
62,1002.021875
63,1002.0925
64,1001.9625
65,1002.420625
66,1003.57125
67,1002.3975
68,1001.7125
