,tot_Prec_max
0,5.651950836181641
1,7.325172424316406
2,4.922389984130859
3,5.539417266845703
4,5.492210388183594
5,6.801605224609375
6,5.232810974121094
7,4.7092437744140625
8,4.06646728515625
9,3.9801597595214844
10,3.1256675720214844
11,4.6825408935546875
12,4.658222198486328
13,5.37872314453125
14,5.602836608886719
15,6.433963775634766
16,5.275726318359375
17,4.753589630126953
18,5.329132080078125
19,6.040096282958984
20,5.521297454833984
21,5.568981170654297
22,7.1563720703125
23,7.324695587158203
24,7.719516754150391
25,10.585784912109375
26,8.458614349365234
27,12.469768524169922
28,10.247230529785156
29,12.056350708007812
30,14.358043670654297
31,11.572837829589844
32,10.067462921142578
33,13.407707214355469
34,10.531425476074219
35,8.623123168945312
36,10.782718658447266
37,12.068748474121094
38,13.390541076660156
39,22.57680892944336
40,13.792037963867188
41,13.430118560791016
42,14.522552490234375
43,11.357784271240234
44,8.419513702392578
45,18.655776977539062
46,26.302337646484375
