,tot_Prec_Intg
0,686.1809641122818
1,598.9088118076324
2,826.1646330356598
3,731.7905128002167
4,636.3870948553085
5,534.9332839250565
6,612.7515435218811
7,842.7294343709946
8,682.8560680150986
9,748.2956349849701
10,942.816361784935
11,1044.9739545583725
12,1062.4678432941437
13,1162.487044930458
14,1299.7598946094513
15,1734.5035076141357
16,1601.0396927595139
17,1630.4894536733627
18,1569.899246096611
19,1568.450927734375
20,1332.8173756599426
21,1169.5631593465805
22,1131.5584927797318
23,1299.0685552358627
24,1244.6901947259903
25,1205.3363770246506
26,1211.1586332321167
27,1115.119606256485
28,1102.219820022583
29,1117.207631468773
30,1135.6651782989502
31,1168.4562265872955
32,1147.80955016613
33,1110.6259375810623
34,1017.1620547771454
35,1079.5338451862335
36,937.8228336572647
37,998.0136156082153
38,1054.8203438520432
39,1049.485132098198
40,940.3819590806961
41,915.5599772930145
42,943.538025021553
43,987.0128333568573
44,1165.5597388744354
45,1170.223355293274
46,1080.3338885307312
47,1069.7799921035767
48,1033.9699685573578
49,1032.6054692268372
50,1047.1414029598236
51,1232.931762933731
52,1394.6294784545898
53,1471.5652912855148
54,1308.1853091716766
55,1227.683424949646
56,1093.5532301664352
57,964.6421670913696
58,781.5886288881302
59,756.4790546894073
60,747.0117509365082
61,764.6439224481583
62,709.6324861049652
63,743.8556849956512
64,752.72336602211
