,Pmin
0,1005.274375
1,1003.219375
2,1001.69125
3,1002.823125
4,1004.329375
5,1003.2575
6,1001.141875
7,1002.2325
8,1002.666875
9,1000.14625
10,998.063125
11,998.63625
12,999.6825
13,997.95375
14,995.25125
15,995.71
16,996.66125
17,994.529375
18,991.605625
19,991.585
20,992.8925
21,991.36
22,987.353125
23,987.479375
24,990.08875
25,987.766875
26,985.025
27,984.9475
28,984.06625
29,981.69125
30,979.069375
31,976.88
32,977.360625
33,974.675625
34,970.72625
35,968.97625
36,967.960625
37,967.558125
38,966.41875
39,966.761875
40,957.1925
41,956.2425
42,953.42125
43,954.025
44,963.395
45,960.43
46,959.948125
47,959.448125
48,955.165
49,955.40875
50,953.19625
51,953.29
52,957.914375
53,957.209375
54,956.655
55,956.855625
56,952.436875
57,949.496875
58,946.57875
59,945.605625
60,955.068125
61,955.303125
62,957.158125
63,967.69125
