,Pmin
0,1006.25375
1,1003.85375
2,1003.890625
3,1005.72625
4,1006.020625
5,1004.326875
6,1004.150625
7,1005.74625
8,1005.944375
9,1004.02625
10,1003.89875
11,1005.348125
12,1006.06375
13,1004.874375
14,1004.7125
15,1006.51
16,1007.096875
17,1004.998125
18,1004.30875
19,1005.765625
20,1006.920625
21,1005.824375
22,1005.6825
23,1007.616875
24,1008.91
25,1006.58625
26,1005.68625
27,1006.9075
28,1007.771875
29,1007.05
30,1006.5
31,1008.390625
32,1009.5575
33,1006.935625
34,1006.131875
35,1007.696875
36,1008.606875
37,1007.26875
38,1006.678125
39,1008.68
40,1009.600625
