,tot_Prec_max
0,6.9122314453125
1,5.053520202636719
2,4.5795440673828125
3,6.12640380859375
4,7.991313934326172
5,8.666515350341797
6,5.335807800292969
7,6.870269775390625
8,8.640289306640625
9,17.317771911621094
10,8.620738983154297
11,8.92782211303711
12,8.82863998413086
13,11.301517486572266
14,10.893821716308594
15,10.791301727294922
16,10.587215423583984
17,10.96963882446289
18,17.53377914428711
19,21.149635314941406
20,15.838623046875
21,19.446849822998047
22,18.23139190673828
23,22.933006286621094
24,23.837566375732422
25,34.55066680908203
26,30.62725067138672
27,25.481700897216797
28,19.632339477539062
29,15.393257141113281
30,13.156414031982422
31,9.535789489746094
32,11.71875
33,13.577461242675781
34,9.418964385986328
35,12.148857116699219
36,18.617630004882812
37,20.029067993164062
38,19.598960876464844
39,11.182785034179688
40,11.999130249023438
41,15.750885009765625
42,17.377853393554688
43,18.444538116455078
44,14.185428619384766
45,19.618988037109375
46,25.626182556152344
47,19.768714904785156
48,20.015716552734375
49,25.655746459960938
50,28.01036834716797
51,19.3328857421875
52,21.945476531982422
53,18.797874450683594
54,24.401187896728516
55,24.143218994140625
56,25.15697479248047
57,19.131183624267578
58,29.033184051513672
59,40.1458740234375
60,40.67230224609375
61,26.855945587158203
62,11.066436767578125
63,3.83758544921875
64,2.6559829711914062
65,3.463268280029297
66,3.3731460571289062
67,3.2567977905273438
68,3.1042098999023438
69,2.193450927734375
70,1.8157958984375
71,4.969596862792969
72,6.102561950683594
73,6.985187530517578
74,10.036945343017578
75,12.371063232421875
76,19.083023071289062
77,18.795013427734375
78,13.16070556640625
79,3.8290023803710938
80,1.7943382263183594
81,2.2215843200683594
82,5.04302978515625
83,2.9363632202148438
84,4.8542022705078125
85,16.027450561523438
86,15.487194061279297
87,24.610042572021484
88,8.296012878417969
89,4.506111145019531
90,6.738185882568359
91,5.852699279785156
92,5.114078521728516
