,tot_Prec_Intg
0,683.2917034626007
1,567.4343556165695
2,381.13564252853394
3,282.74551033973694
4,362.5325858592987
5,769.4120705127716
6,834.1507613658905
7,939.6760165691376
8,1136.3203078508377
9,1134.6223950386047
10,923.2569485902786
11,929.6958893537521
12,906.0942381620407
13,599.8411029577255
14,673.1411069631577
15,773.98881316185
16,962.0116651058197
17,919.0776944160461
18,900.3402292728424
19,888.2836997509003
20,922.5692600011826
21,1020.4166173934937
22,1129.9264430999756
23,1177.8225004673004
24,1090.0495946407318
25,1405.5456221103668
26,1291.8389588594437
27,1184.1081082820892
28,913.3920818567276
29,938.1264448165894
30,1026.2742638587952
31,1219.579130411148
32,1418.6055213212967
33,1147.5400626659393
34,1260.126531124115
35,1224.7485667467117
36,1144.1608518362045
37,904.819518327713
38,912.2876077890396
39,982.8591346740723
40,1032.0048779249191
41,976.3991832733154
42,953.5109996795654
43,984.2934459447861
44,983.7665408849716
45,1171.2893843650818
46,1188.4745210409164
47,1181.9012463092804
48,1231.3161790370941
49,1432.1579039096832
50,1433.669552206993
51,1342.0406728982925
52,1200.297549366951
53,1006.9295018911362
54,1009.531244635582
55,1095.1478034257889
56,1030.9990495443344
57,1386.8138939142227
58,1262.8403306007385
59,1259.201541543007
60,1458.934023976326
61,1455.1333338022232
62,1512.7352625131607
63,1506.5639466047287
64,1527.4537354707718
65,1728.7617921829224
66,1722.4972695112228
67,1706.8976163864136
68,1756.9448053836823
69,1986.64590716362
70,1697.3405331373215
71,1653.1272232532501
72,1617.307960987091
73,1465.7509326934814
74,1367.815062403679
75,1275.1055508852005
