,Prec_Intg
0,112.3979315161705
1,245.14753371477127
2,197.31612876057625
3,159.8195917904377
4,117.29622259736061
5,191.13602116703987
6,171.62328585982323
7,201.53144374489784
8,194.61767747998238
9,188.48059698939323
10,154.9694687128067
11,138.11443001031876
12,141.1331444978714
13,196.94112241268158
14,191.9139176607132
15,148.14674854278564
16,156.05226159095764
17,165.50447791814804
18,151.5565998852253
19,126.82288885116577
20,139.17049393057823
21,186.86341121792793
22,157.69828110933304
23,141.75055548548698
24,115.33398181200027
25,141.71060174703598
26,130.8801770210266
27,152.38313004374504
28,216.3720317184925
29,274.69251304864883
30,224.34918209910393
31,198.67012277245522
32,152.7310162782669
33,161.42094507813454
34,137.3005285859108
35,199.79242235422134
36,215.9358561038971
37,157.18331560492516
38,152.14085578918457
39,182.30590969324112
40,175.6579987704754
41,183.3353377878666
42,236.3208867609501
43,213.4394459426403
44,243.07506158947945
45,191.29423424601555
46,200.10791718959808
47,239.19768631458282
48,231.1779372394085
49,206.95587620139122
50,174.49457198381424
51,216.61097183823586
52,269.71884071826935
53,371.7776946723461
54,355.8157943189144
55,294.75137591362
56,313.4632483124733
57,347.22717478871346
58,264.56039398908615
59,172.56930470466614
60,134.07457619905472
61,118.48663911223412
62,133.53301212191582
63,166.19257628917694
64,179.72446978092194
65,184.09645184874535
66,177.26778984069824
67,186.62722781300545
68,172.36365005373955
69,132.2571001946926
70,159.770417958498
71,169.51464116573334
72,182.18059092760086
73,199.00623708963394
74,171.28726467490196
75,193.50437447428703
76,167.24003478884697
77,145.32098546624184
78,163.3303239941597
79,154.30012717843056
80,158.47764909267426
81,186.37493252754211
82,188.94998356699944
83,161.4692434668541
84,154.24948185682297
85,174.7428998351097
86,193.11178475618362
87,140.11871069669724
88,142.15543866157532
89,130.1169954240322
90,117.55751445889473
91,91.0072959959507
92,100.49499571323395
93,75.76964795589447
94,86.52633056044579
95,88.04690092802048
96,135.92757284641266
