,tot_Prec_max
0,4.700183868408203
1,3.4537315368652344
2,2.888202667236328
3,5.089759826660156
4,4.638195037841797
5,4.3010711669921875
6,4.9610137939453125
7,4.217624664306641
8,2.67791748046875
9,2.3865699768066406
10,4.055023193359375
11,6.628513336181641
12,7.2803497314453125
13,7.4481964111328125
14,11.260986328125
15,11.384963989257812
16,9.927749633789062
17,9.432315826416016
18,9.528636932373047
19,12.487411499023438
20,17.853260040283203
21,29.016494750976562
22,24.596691131591797
23,25.135040283203125
24,29.261112213134766
25,23.283004760742188
26,19.478797912597656
27,18.568992614746094
28,19.99807357788086
29,21.201610565185547
30,12.073040008544922
31,22.796630859375
32,20.74575424194336
33,17.991065979003906
34,19.434452056884766
35,17.42267608642578
36,14.033317565917969
37,14.552116394042969
38,13.108253479003906
39,14.456748962402344
40,13.567924499511719
41,14.476299285888672
42,13.89312744140625
43,16.750335693359375
44,16.481399536132812
45,16.604900360107422
46,13.06915283203125
47,14.788627624511719
48,12.70914077758789
49,15.638351440429688
50,15.706539154052734
51,14.260292053222656
52,17.586708068847656
53,22.010326385498047
54,30.00640869140625
55,21.967411041259766
56,28.187274932861328
57,22.532939910888672
