,tot_Prec_max,tot_Prec_Intg
0,8.371353149414062,852.0710468292236
1,17.62866973876953,1097.8394746780396
2,9.350299835205078,1021.9969600439072
3,9.757518768310547,844.7398245334625
4,12.713432312011719,855.9918403625488
5,11.583805084228516,790.4348522424698
6,10.684013366699219,983.2774102687836
7,7.874488830566406,1156.022995710373
8,8.889198303222656,1140.9541964530945
9,9.089469909667969,1556.6493570804596
10,10.643959045410156,1392.965242266655
11,7.386684417724609,1383.1829279661179
12,8.628368377685547,1512.3911947011948
13,9.594917297363281,1637.682095170021
14,12.29095458984375,1668.0413484573364
15,13.345718383789062,1714.9419337511063
16,21.351337432861328,1631.031185388565
17,21.28124237060547,1922.6112961769104
18,13.321399688720703,2020.699381828308
19,15.61117172241211,1886.712983250618
20,16.06464385986328,1771.7397212982178
21,10.15472412109375,1422.3083853721619
22,10.53762435913086,1434.834599494934
23,10.639190673828125,1665.2262210845947
24,10.607719421386719,1806.8233132362366
25,12.051105499267578,1735.3928834199905
26,14.78719711303711,1657.966896891594
27,14.052391052246094,1700.7450014352798
28,17.751216888427734,1763.5469883680344
29,13.039588928222656,1672.496721148491
30,14.355182647705078,1837.8396332263947
31,11.822700500488281,1840.6865000724792
32,11.126518249511719,1763.9487236738205
33,19.883155822753906,1916.2517786026
34,13.86880874633789,1763.1132900714874
35,15.709400177001953,1797.9304492473602
36,18.34249496459961,1664.358600974083
37,21.00086212158203,1715.3720557689667
38,19.06299591064453,1845.710501074791
39,18.202781677246094,1825.4196643829346
40,21.520614624023438,1845.7022309303284
41,14.102935791015625,1958.9821249246597
42,19.258975982666016,1762.0759457349777
43,14.398574829101562,1735.910028219223
44,19.61517333984375,1880.250871181488
45,17.783641815185547,1937.3046606779099
46,19.70958709716797,1992.6750659942627
47,20.389556884765625,2026.6757905483246
48,15.336036682128906,1945.2042877674103
49,9.782791137695312,1682.327687740326
50,16.087055206298828,1773.7215012311935
51,14.146804809570312,1836.5752696990967
52,16.46709442138672,1947.9668140411377
53,12.423515319824219,1975.216493010521
54,11.70206069946289,1938.1841272115707
55,12.989997863769531,1916.5387749671936
56,14.593124389648438,1896.7078626155853
57,10.660171508789062,1771.867722272873
58,15.1824951171875,1579.1378170251846
59,14.978885650634766,1746.3289201259613
60,15.82479476928711,2017.708197236061
61,18.437862396240234,2111.746445298195
62,13.120174407958984,2077.08939909935
63,15.767097473144531,1999.766081571579
64,18.731117248535156,2059.6355944871902
65,21.03281021118164,2187.3965114355087
66,19.2718505859375,2239.7449612617493
67,26.816844940185547,2384.0978741645813
68,19.864559173583984,2613.6405020952225
69,17.212867736816406,2083.623483777046
70,16.499996185302734,2014.1884684562683
71,15.977859497070312,2055.9804141521454
72,14.459609985351562,2192.0232474803925
73,12.63284683227539,1969.2230224609375
74,14.880657196044922,1883.508339524269
75,15.711307525634766,1642.6550596952438
76,16.950130462646484,1432.8496903181076
77,10.49661636352539,1232.4868887662888
78,10.663509368896484,1234.9862605333328
79,12.905597686767578,1413.9927923679352
80,13.545036315917969,1687.1937364339828
81,14.400482177734375,1728.9228737354279
82,10.723114013671875,1712.5623673200607
83,11.363029479980469,1675.4018515348434
84,11.583805084228516,1640.0671750307083
85,10.85805892944336,1436.9239658117294
86,9.053707122802734,1431.3636720180511
87,7.924079895019531,1219.5566296577454
88,5.232810974121094,1000.3340244293213
89,4.173755645751953,632.4759870767593
90,2.8333663940429688,446.4268684387207
91,2.2788047790527344,390.4252499341965
92,1.7542839050292969,362.6951575279236
93,1.9183158874511719,400.21367371082306
94,1.453399658203125,333.4793448448181
95,1.7538070678710938,330.2548825740814
96,2.1038055419921875,336.7350250482559
