,Pmin
0,1009.146875
1,1007.724375
2,1007.5725
3,1008.985
4,1008.954375
5,1006.801875
6,1005.9175
7,1007.85125
8,1007.91875
9,1006.98
10,1004.821875
11,1005.65
12,1004.984375
13,1002.623125
14,1002.48625
15,1003.761875
16,1004.721875
17,1002.95125
18,1001.975
19,1002.990625
20,1002.681875
21,999.685625
22,998.343125
23,998.87625
24,998.315
25,996.631875
26,994.638125
27,994.658125
28,992.691875
29,991.03625
30,989.860625
31,990.160625
32,989.4775
33,988.224375
34,985.984375
35,986.106875
36,984.7625
37,983.718125
38,980.390625
39,980.56
40,982.945625
41,982.43125
42,980.866875
43,980.73
44,983.725625
45,982.750625
46,982.37875
47,979.543125
48,981.765
49,978.090625
50,974.631875
51,975.9025
52,979.46125
53,979.165
54,975.089375
55,974.98875
56,974.841875
57,975.018125
58,974.174375
59,975.645625
60,973.370625
61,972.896875
62,975.541875
63,977.361875
64,979.895
65,980.515
66,982.75375
67,986.756875
68,995.12875
69,1001.00875
70,1001.594375
71,1004.65625
72,1007.023125
73,1008.596875
74,1008.46125
