,Pmin
0,1005.86625
1,1004.223125
2,1003.82
3,1005.82375
4,1005.3725
5,1003.265
6,1002.68125
7,1004.305625
8,1004.39375
9,1002.73
10,1001.940625
11,1002.686875
12,1002.55875
13,1000.12875
14,999.754375
15,1000.50375
16,1000.4775
17,997.9125
18,996.003125
19,996.894375
20,997.385625
21,993.88125
22,993.30875
23,994.44625
24,991.034375
25,989.23375
26,988.295
27,988.513125
28,988.673125
29,986.09875
30,985.484375
31,986.720625
32,987.20125
33,984.818125
34,984.43375
35,985.1525
36,986.401875
37,983.00125
38,980.9
39,979.2825
40,980.709375
41,980.833125
42,986.935625
43,991.281875
44,994.27125
45,993.15125
46,993.703125
47,995.773125
48,1000.8975
49,1000.8475
50,1001.53
51,1003.618125
52,1007.775
53,1005.875625
54,1006.716875
55,1008.25125
56,1009.14375
57,1007.689375
58,1006.721875
59,1006.725
60,1006.68375
61,1005.181875
62,1005.45
63,1006.06125
64,1006.156875
65,1006.47875
