,Prec_Intg
0,264.0889957547188
1,278.5968594253063
2,228.8386970758438
3,170.07609829306602
4,112.2567243874073
5,154.22234311699867
6,125.73815882205963
7,132.62920081615448
8,158.35542231798172
9,271.2498977780342
10,158.74801203608513
11,107.36487805843353
12,134.55098494887352
13,144.087802618742
14,117.33945459127426
15,183.65558236837387
16,251.7486736178398
17,253.80028411746025
18,263.9792300760746
19,237.24449798464775
20,235.1689152419567
21,287.04261407256126
22,286.6663597524166
23,287.84915804862976
24,304.6141192317009
25,421.40670120716095
26,465.9181833267212
27,476.7182841897011
28,520.0967565178871
29,561.9374476373196
30,540.3302982449532
31,477.3680120706558
32,438.69782239198685
33,549.0292981266975
34,495.8478920161724
35,502.4814046919346
36,497.0931075513363
37,548.6762523651123
38,490.54741859436035
39,455.39073646068573
40,506.31221383810043
41,541.6386760771275
42,520.9217872470617
43,533.1907235085964
44,519.8770202696323
45,640.2360647916794
46,630.682073533535
47,565.160196274519
48,484.3933880329132
49,494.80894580483437
50,449.00039210915565
51,397.37921208143234
52,392.48334243893623
53,400.9380377829075
54,324.3313729763031
55,307.23877251148224
56,345.37067636847496
57,281.01375326514244
58,236.95940151810646
