,Pmin
0,1006.503125
1,1007.219375
2,1008.65125
3,1009.249375
4,1007.211875
5,1007.708125
6,1008.67375
7,1007.38625
8,1006.37
9,1006.771875
10,1008.1825
11,1007.82625
12,1005.789375
13,1005.21375
14,1007.773125
15,1006.75375
16,1005.25125
17,1005.34125
18,1007.68375
19,1008.14
20,1006.639375
21,1007.040625
22,1008.78875
23,1007.801875
24,1005.990625
25,1005.846875
26,1007.69875
27,1007.529375
28,1005.57125
29,1004.89
30,1008.024375
31,1007.560625
32,1005.556875
33,1006.35625
34,1008.531875
35,1008.524375
36,1005.541875
37,1005.735
38,1008.033125
39,1006.519375
40,1004.385625
41,1005.01375
42,1005.51
43,1005.1125
44,1003.048125
45,1003.1275
46,1003.650625
47,1002.871875
48,1000.415
49,1001.206875
50,1002.755625
51,1002.85125
52,1001.3725
53,1001.336875
54,1002.656875
55,1002.4375
56,1000.388125
57,1000.48
58,1003.385
59,1005.431875
60,1004.67875
61,1004.8075
62,1006.205
63,1006.400625
64,1003.469375
65,1000.856875
66,1002.76
67,1003.428125
68,1002.58625
69,1002.571875
70,1004.37875
71,1004.411875
72,1002.555625
73,1001.581875
74,1003.79625
75,1003.426875
76,1001.025625
77,1000.696875
78,1002.28125
79,1001.694375
80,1000.52125
