,Prec_Intg
0,176.3741672039032
1,178.46807837486267
2,207.04451948404312
3,199.40802827477455
4,184.16402861475945
5,268.1572735309601
6,311.2344443798065
7,379.49731573462486
8,304.6903572976589
9,305.78073114156723
10,321.75106927752495
11,362.74610087275505
12,357.0304624736309
13,405.84323927760124
14,419.24985125660896
15,501.6716383397579
16,492.1035096049309
17,427.75535956025124
18,395.1537422835827
19,418.4914752840996
20,406.01611137390137
21,427.79766023159027
22,399.4331508874893
23,433.22669342160225
24,387.89842277765274
25,432.65996500849724
26,399.59078654646873
27,429.29841205477715
28,430.64871802926064
29,454.1303962469101
30,438.6102221906185
31,386.53623312711716
32,380.8955289423466
33,404.1018895804882
34,388.51993158459663
35,403.8836993277073
36,408.69491174817085
37,421.6342978179455
38,388.5945864021778
39,399.2614336311817
40,490.60842022299767
41,471.35423868894577
42,453.2933607697487
43,424.74711313843727
44,431.46586045622826
45,424.39352720975876
46,433.79418551921844
47,446.10192999243736
48,425.5790449678898
49,390.69371297955513
50,368.5039281845093
51,351.79659724235535
52,279.0979854762554
53,235.1585030555725
54,249.72526356577873
55,240.6393550336361
56,236.3033965229988
57,209.79207009077072
58,234.70379412174225
59,178.4428022801876
60,141.2646844983101
61,130.7056099176407
62,133.8553987443447
