,tot_Prec_max
0,9.923934936523438
1,23.67258071899414
2,13.924598693847656
3,10.113716125488281
4,6.448268890380859
5,13.396263122558594
6,9.75799560546875
7,8.663177490234375
8,7.472515106201172
9,13.039112091064453
10,5.763053894042969
11,3.971576690673828
12,4.995822906494141
13,5.429267883300781
14,4.4155120849609375
15,4.431724548339844
16,7.548809051513672
17,6.1855316162109375
18,4.858493804931641
19,5.715370178222656
20,6.227016448974609
21,10.412216186523438
22,7.305145263671875
23,8.838653564453125
24,9.34743881225586
25,9.605884552001953
26,10.795116424560547
27,18.959522247314453
28,21.277427673339844
29,16.470909118652344
30,25.239944458007812
31,25.1007080078125
32,30.445098876953125
33,20.172119140625
34,36.41700744628906
35,32.65953063964844
36,31.891822814941406
37,23.287296295166016
38,22.37844467163086
39,24.833202362060547
40,18.45836639404297
41,19.413471221923828
42,19.250869750976562
43,16.108036041259766
44,15.973091125488281
45,24.302005767822266
46,22.49908447265625
47,24.70541000366211
48,25.445938110351562
49,24.263381958007812
50,31.027793884277344
51,29.060840606689453
52,29.892921447753906
53,23.00262451171875
54,14.569759368896484
55,12.559890747070312
56,13.831615447998047
57,13.919830322265625
58,12.618064880371094
