,Pmin
0,1005.781875
1,1007.5975
2,1006.734375
3,1004.21125
4,1005.123125
5,1006.828125
6,1005.73875
7,1002.868125
8,1003.8325
9,1005.430625
10,1004.159375
11,1001.268125
12,1002.73
13,1004.9625
14,1004.694375
15,1002.330625
16,1003.2075
17,1005.150625
18,1003.823125
19,1001.371875
20,1001.943125
21,1003.531875
22,1003.13125
23,1000.504375
24,1000.511875
25,1001.90375
26,1000.66
27,998.298125
28,997.899375
29,997.964375
30,997.16125
31,993.555
32,990.895
33,991.126875
34,989.224375
35,985.949375
36,986.85125
37,987.7
38,987.995625
39,985.72
40,983.341875
41,982.71125
42,981.68875
43,976.2275
44,973.89875
45,975.62625
46,975.31625
47,973.38375
48,975.214375
49,976.593125
50,975.455
51,974.23875
52,975.431875
53,977.165625
54,978.298125
55,977.8
56,977.210625
57,979.340625
