,Pmin
0,1004.69625
1,1006.03
2,1007.8825
3,1005.029375
4,1005.505625
5,1007.159375
6,1007.63625
7,1005.965
8,1005.0775
9,1006.025625
10,1006.03375
11,1003.479375
12,1001.52
13,1003.01625
14,1003.898125
15,1002.139375
16,1000.69375
17,1002.2275
18,1003.711875
19,1001.48
20,1001.0975
21,1002.500625
22,1002.34
23,999.57125
24,998.505
25,999.3
26,999.921875
27,997.52
28,997.133125
29,998.9275
30,1000.209375
31,998.599375
32,997.074375
33,998.0725
34,999.53875
35,997.195625
36,995.7025
37,996.5625
38,997.09375
39,996.9025
40,995.71
41,996.805625
42,998.78625
43,997.855
44,996.518125
45,997.986875
46,1000.023125
47,998.605
48,996.47125
49,996.305
50,998.941875
51,997.434375
52,996.0025
53,996.875625
54,1000.900625
55,999.466875
56,994.026875
57,991.05625
58,993.555625
59,992.184375
60,991.129375
61,991.3025
62,997.403125
63,997.611875
64,997.4475
65,998.975
66,1002.37375
67,1001.9875
68,1000.7
69,1002.386875
70,1003.48625
71,1004.005
72,1003.45125
73,1004.775625
74,1006.155625
75,1005.43625
76,1005.065625
77,1007.1075
78,1007.07
79,1007.55625
80,1006.876875
