,w10max
0,13.654966354370117
1,13.333770751953125
2,13.895883560180664
3,14.529067993164062
4,14.130989074707031
5,15.643014907836914
6,15.801889419555664
7,15.748465538024902
8,13.031137466430664
9,12.901692390441895
10,12.171592712402344
11,13.245763778686523
12,12.941299438476562
13,12.892599105834961
14,13.850735664367676
15,13.469316482543945
16,13.828911781311035
17,12.745307922363281
18,12.69784927368164
19,12.837273597717285
20,13.789680480957031
21,13.805577278137207
22,14.345756530761719
23,14.032904624938965
24,13.881321907043457
25,13.951199531555176
26,13.46655559539795
27,13.34572982788086
28,13.250210762023926
29,13.50934886932373
30,14.143488883972168
31,15.629256248474121
32,14.316229820251465
33,17.031476974487305
34,19.301651000976562
35,17.880842208862305
36,17.23512840270996
37,17.36932373046875
38,16.939937591552734
39,16.900588989257812
40,16.73297882080078
41,17.95060157775879
42,18.049158096313477
43,18.203731536865234
44,19.245281219482422
45,20.05994415283203
46,20.61864471435547
47,20.457271575927734
48,20.187944412231445
49,20.418956756591797
50,20.031862258911133
51,19.739866256713867
52,20.171680450439453
53,20.56863784790039
54,20.12867546081543
55,20.302865982055664
56,20.769075393676758
57,20.40085220336914
58,20.78600311279297
59,21.748699188232422
60,22.657718658447266
61,21.225791931152344
62,20.055341720581055
63,18.63599395751953
64,17.004215240478516
65,14.831564903259277
66,15.314783096313477
67,15.931014060974121
68,14.625679016113281
69,14.715964317321777
70,15.020426750183105
71,14.803986549377441
72,13.906893730163574
73,14.130019187927246
