,w10max
0,16.607166290283203
1,15.683624267578125
2,16.406217575073242
3,16.463977813720703
4,15.157814979553223
5,15.55241584777832
6,15.648900032043457
7,18.155725479125977
8,17.924362182617188
9,16.48079490661621
10,14.382034301757812
11,14.792032241821289
12,14.106017112731934
13,13.342291831970215
14,12.339579582214355
15,13.367406845092773
16,14.285501480102539
17,14.021866798400879
18,17.14972686767578
19,14.98170280456543
20,14.191864967346191
21,14.531792640686035
22,13.827486991882324
23,14.089630126953125
24,14.894460678100586
25,14.645462036132812
26,15.206860542297363
27,16.173311233520508
28,16.335704803466797
29,14.875097274780273
30,14.907772064208984
31,15.939543724060059
32,15.834973335266113
33,16.75701141357422
34,15.421727180480957
35,16.329235076904297
36,18.240062713623047
37,17.307235717773438
38,16.976268768310547
39,17.45528793334961
40,18.47848892211914
41,18.874998092651367
42,18.759340286254883
43,19.991661071777344
44,19.420028686523438
45,19.007518768310547
46,19.28805160522461
47,18.80610466003418
48,19.428464889526367
49,20.027400970458984
50,19.391216278076172
51,18.969039916992188
52,20.718990325927734
53,22.16766929626465
54,17.170625686645508
