,w10max
0,9.695470809936523
1,10.04892349243164
2,10.062956809997559
3,10.021709442138672
4,10.332240104675293
5,9.92567253112793
6,9.691269874572754
7,9.631658554077148
8,9.846735954284668
9,9.602348327636719
10,9.861937522888184
11,9.228918075561523
12,9.845845222473145
13,11.452056884765625
14,11.557868957519531
15,12.505030632019043
16,12.419373512268066
17,12.173227310180664
18,10.937702178955078
19,10.293347358703613
20,11.138215065002441
21,12.672711372375488
22,13.483909606933594
23,14.556300163269043
24,14.323320388793945
25,12.941512107849121
26,12.949044227600098
27,12.978704452514648
28,12.497340202331543
29,13.113508224487305
30,13.348835945129395
31,13.068584442138672
32,13.644272804260254
33,13.56422233581543
34,12.998008728027344
35,12.190220832824707
36,12.333231925964355
37,12.817605018615723
38,13.559557914733887
39,13.998513221740723
40,13.468293190002441
41,12.319507598876953
42,10.954612731933594
43,10.508044242858887
44,10.435094833374023
45,10.132373809814453
46,10.09976577758789
47,10.48293399810791
48,10.601639747619629
49,10.527112007141113
50,10.901708602905273
51,10.835021018981934
52,11.183692932128906
53,11.510726928710938
54,10.698160171508789
55,11.753558158874512
56,9.914358139038086
57,9.38256549835205
58,9.26580810546875
59,9.700285911560059
60,10.096385955810547
61,11.201621055603027
