,w10max
0,14.196300506591797
1,12.543360710144043
2,11.944195747375488
3,11.495864868164062
4,11.662338256835938
5,12.476754188537598
6,11.70956802368164
7,12.178107261657715
8,12.311128616333008
9,12.254300117492676
10,10.626535415649414
11,11.092937469482422
12,13.148686408996582
13,11.936705589294434
14,12.726807594299316
15,12.765623092651367
16,12.583871841430664
17,13.681330680847168
18,16.59869956970215
19,15.939530372619629
20,16.58383560180664
21,18.671585083007812
22,18.78949546813965
23,18.620468139648438
24,18.034805297851562
25,19.338706970214844
26,19.512155532836914
27,17.7669677734375
28,18.956602096557617
29,19.502614974975586
30,18.82282066345215
31,20.20278549194336
32,21.963523864746094
33,25.768415451049805
34,25.15263557434082
35,24.565418243408203
36,19.152616500854492
37,15.185522079467773
38,13.800907135009766
39,14.364890098571777
