,w10max
0,13.857545852661133
1,13.285988807678223
2,12.270029067993164
3,12.415994644165039
4,12.893000602722168
5,12.4178466796875
6,11.459061622619629
7,12.182616233825684
8,12.507261276245117
9,14.458968162536621
10,14.462613105773926
11,15.24067211151123
12,15.847426414489746
13,14.574495315551758
14,15.423075675964355
15,16.654207229614258
16,17.20165252685547
17,18.023883819580078
18,18.776580810546875
19,18.43048095703125
20,18.88933753967285
21,19.13878631591797
22,20.988304138183594
23,22.357053756713867
24,24.607614517211914
25,24.799684524536133
26,24.141420364379883
27,24.178428649902344
28,23.836299896240234
29,24.339920043945312
30,23.73392677307129
31,28.15618324279785
32,27.885677337646484
33,26.58453941345215
34,24.403230667114258
35,23.844987869262695
36,25.04149627685547
37,24.231586456298828
38,25.971424102783203
39,26.045515060424805
