,w10max
0,9.376365661621094
1,9.295533180236816
2,10.131128311157227
3,10.92294979095459
4,10.921098709106445
5,11.274884223937988
6,11.389469146728516
7,12.221833229064941
8,12.132810592651367
9,12.962434768676758
10,11.786911010742188
11,11.801813125610352
12,13.12105655670166
13,12.900049209594727
14,14.671523094177246
15,15.997994422912598
16,17.52203369140625
17,17.39638900756836
18,17.530189514160156
19,18.646059036254883
20,18.27425193786621
21,19.657909393310547
22,18.909788131713867
23,21.29793930053711
24,20.599918365478516
25,20.72235679626465
26,22.933895111083984
27,22.530014038085938
28,23.86570930480957
29,24.690982818603516
30,25.62004852294922
31,24.571866989135742
32,25.533002853393555
33,26.7445125579834
34,30.033842086791992
35,26.786109924316406
36,27.55219078063965
37,30.078144073486328
38,28.989543914794922
39,28.548749923706055
40,28.464519500732422
41,28.78681182861328
42,29.772859573364258
43,30.500215530395508
44,31.971071243286133
45,29.21552276611328
46,27.467679977416992
47,26.840057373046875
48,25.02174186706543
49,24.647748947143555
50,26.655168533325195
51,26.141090393066406
52,22.848628997802734
53,22.43385887145996
54,23.61351776123047
55,25.493526458740234
56,25.99576759338379
57,24.427202224731445
58,21.165725708007812
59,18.704715728759766
60,19.096210479736328
61,18.250038146972656
62,18.187335968017578
63,19.049884796142578
64,16.771818161010742
65,16.64272689819336
66,16.971914291381836
67,13.567313194274902
68,11.955741882324219
69,12.25272274017334
70,11.59292984008789
71,11.89236068725586
72,11.444609642028809
73,10.445688247680664
74,9.343131065368652
75,9.228069305419922
76,9.412337303161621
77,10.150086402893066
78,10.458688735961914
79,10.423938751220703
80,10.144433975219727
81,9.272246360778809
82,8.92916202545166
83,9.062790870666504
84,10.359610557556152
85,11.077262878417969
86,11.999691009521484
87,11.01296615600586
88,12.21453857421875
89,12.162049293518066
90,11.887248039245605
91,11.341136932373047
92,11.610063552856445
93,10.747945785522461
94,13.092288970947266
95,12.696737289428711
96,13.292749404907227
97,14.556716918945312
98,15.738080978393555
99,15.802356719970703
100,15.42855167388916
101,15.193451881408691
102,15.899550437927246
103,14.39450740814209
104,14.326396942138672
105,15.260516166687012
106,14.735301971435547
107,14.472640991210938
108,13.135821342468262
109,13.097704887390137
