,w10max
0,13.163722038269043
1,12.330682754516602
2,11.902202606201172
3,11.97206974029541
4,12.57882022857666
5,12.236191749572754
6,14.084914207458496
7,14.11099624633789
8,14.928580284118652
9,15.181900978088379
10,16.05666732788086
11,15.458203315734863
12,15.296589851379395
13,15.076668739318848
14,15.423077583312988
15,17.525978088378906
16,16.922067642211914
17,17.411638259887695
18,19.75252342224121
19,19.451372146606445
20,19.493173599243164
21,20.284584045410156
22,20.6525936126709
23,21.23722267150879
24,18.963932037353516
25,18.712188720703125
26,20.106266021728516
27,20.036178588867188
28,20.97818946838379
29,20.173810958862305
30,21.000036239624023
31,21.328266143798828
32,22.306482315063477
33,21.9566593170166
34,21.095123291015625
35,21.98634910583496
36,23.076135635375977
37,22.858388900756836
38,23.04456329345703
39,23.87740707397461
40,23.709779739379883
41,22.764253616333008
42,24.06966781616211
