,w10max
0,10.502837181091309
1,11.44979190826416
2,11.918198585510254
3,12.119743347167969
4,12.240082740783691
5,12.645776748657227
6,15.21457576751709
7,16.454164505004883
8,17.10176658630371
9,18.969154357910156
10,19.041702270507812
11,18.54762077331543
12,19.120574951171875
13,17.90144157409668
14,17.126752853393555
15,18.2556209564209
16,19.346994400024414
17,20.78209114074707
18,20.3160343170166
19,21.137163162231445
20,20.466514587402344
21,19.227359771728516
22,17.185916900634766
23,17.99775505065918
24,18.061674118041992
25,15.789073944091797
26,16.906009674072266
27,17.77866554260254
28,16.191972732543945
29,17.550132751464844
30,20.879343032836914
31,19.30307388305664
32,19.192068099975586
33,20.139612197875977
34,18.5308780670166
35,16.869857788085938
36,15.512473106384277
37,14.530385971069336
38,13.098209381103516
39,12.88830852508545
40,13.126046180725098
41,12.225439071655273
42,13.72941780090332
43,14.436555862426758
44,13.383206367492676
45,11.649149894714355
46,11.728242874145508
47,12.43392276763916
48,10.198067665100098
49,9.707820892333984
50,11.16727352142334
