,div100,div200,div250,div300,div400,div500,eqt1000,eqt200,eqt250,eqt300,eqt400,eqt500,eqt600,eqt700,eqt850,eqt925,sh850_200,sh850_250,sh925_200,sh925_250,ws10,wstrss10
0,4.4880976929562166e-05,1.5591031115036458e-05,-1.45072581290151e-05,-1.346806857327465e-05,-1.5669615095248446e-05,-5.739789685321739e-06,341.4159851074219,356.7502136230469,354.394775390625,353.3414611816406,350.7663269042969,347.2777099609375,343.9474182128906,344.3669128417969,339.5774841308594,336.614990234375,11.83370590209961,13.014252662658691,12.674735069274902,13.659893989562988,7.600332736968994,1.1856518983840942
1,2.6782847271533683e-05,1.1980283488810528e-05,-7.114071195246652e-06,-4.352899850346148e-06,5.781339496024884e-08,1.2203811365907313e-06,341.75201416015625,356.65753173828125,354.55670166015625,353.22515869140625,350.64300537109375,347.1053161621094,344.277099609375,344.90155029296875,339.8607177734375,336.9299011230469,11.680206298828125,13.342086791992188,12.691581726074219,14.434178352355957,8.625762939453125,1.3456189632415771
2,2.963951919809915e-05,2.072715142276138e-05,-3.157585524604656e-06,-6.869805474707391e-06,-5.147346200828906e-06,-6.986747848714003e-06,341.8145751953125,357.879638671875,355.33135986328125,353.6119384765625,350.85003662109375,346.84722900390625,344.253173828125,344.9837341308594,339.9329528808594,337.2593994140625,14.582952499389648,15.670387268066406,15.56417465209961,16.997404098510742,9.211819648742676,1.4370437860488892
3,2.9620361601701006e-05,6.180170657898998e-06,-1.4901470422046259e-05,-1.4846886188024655e-05,-1.8054122392641148e-06,1.8868969391405699e-06,342.40325927734375,358.9505615234375,355.4533386230469,353.311279296875,350.6068115234375,347.4774169921875,344.0033264160156,344.7286071777344,340.180419921875,337.54241943359375,15.097984313964844,16.982152938842773,15.921789169311523,18.08479881286621,9.501113891601562,1.4821736812591553
4,3.438599742366932e-05,-5.723394224332878e-06,-2.6230813091387972e-05,-1.441264248569496e-05,6.019083230057731e-06,4.194105258648051e-06,342.54833984375,358.7604675292969,355.6864318847656,354.4466247558594,351.63934326171875,348.2550964355469,344.26153564453125,345.07440185546875,339.8572998046875,337.01220703125,15.260334014892578,17.04862403869629,15.100430488586426,16.84725570678711,8.857339859008789,1.3817449808120728
5,2.53404305112781e-05,-4.0624845496495254e-06,-7.5756843216368e-06,7.548190296802204e-06,1.394111222907668e-05,1.4846827980363742e-06,343.3006591796875,357.71905517578125,355.7006530761719,354.811279296875,352.60321044921875,348.40869140625,344.03570556640625,345.19012451171875,339.25494384765625,336.7238464355469,13.13497543334961,14.540106773376465,13.168669700622559,14.779747009277344,9.483726501464844,1.479461431503296
6,5.4328571422956884e-05,2.3644925022381358e-05,6.545887117681559e-06,1.2985055946046486e-06,-5.231708200881258e-06,-9.138392670138273e-06,342.8055419921875,358.3388671875,356.48760986328125,354.6924743652344,352.3810729980469,348.26434326171875,344.1282958984375,346.17236328125,338.9658203125,335.67510986328125,15.62435245513916,15.726675033569336,16.43164825439453,16.81385612487793,10.188953399658203,1.5894768238067627
7,6.332785414997488e-05,9.558059900882654e-06,-3.664625182864256e-06,-1.2561453331727535e-05,-1.0654386642272584e-05,-9.139306712313555e-06,342.929931640625,358.18658447265625,356.003173828125,354.4992980957031,352.1643371582031,347.93450927734375,343.17071533203125,345.2597351074219,340.0765686035156,336.9746398925781,16.299009323120117,14.948351860046387,17.22901153564453,16.16368865966797,10.386687278747559,1.6203233003616333
8,3.496045610518195e-05,7.642134733032435e-06,3.306174676254159e-06,-4.449764674063772e-06,4.6696186473127455e-06,-4.240387170284521e-07,340.7408447265625,358.5598449707031,356.57952880859375,354.61328125,352.1087646484375,348.8509216308594,345.3222961425781,346.55291748046875,338.6452331542969,335.32000732421875,17.462482452392578,16.724571228027344,17.408771514892578,16.9770565032959,9.938230514526367,1.5503638982772827
9,2.755340392468497e-05,1.4365665265358984e-05,5.914734174439218e-06,1.0598980225040577e-05,2.1923804524703883e-05,7.534252290497534e-06,342.0200500488281,358.49267578125,356.77838134765625,354.7383117675781,352.0867919921875,348.32171630859375,344.5045471191406,345.2920227050781,339.2095642089844,336.43084716796875,14.894721984863281,13.097620010375977,14.438021659851074,12.986016273498535,11.046841621398926,1.7233073711395264
10,3.492593896226026e-05,-1.4620494539485662e-06,-1.155811423814157e-05,2.4574312647018814e-06,9.776491424418055e-06,3.946609467675444e-06,342.5518798828125,359.5704345703125,357.4750671386719,355.2303771972656,352.3831481933594,348.279541015625,343.9825439453125,345.0815734863281,339.9188232421875,336.826904296875,14.983805656433105,13.81604290008545,15.427408218383789,14.34304141998291,11.687841415405273,1.82330322265625
11,3.698254295159131e-05,-6.896316790516721e-06,-1.3069392480247188e-05,-3.2811267374199815e-06,7.73632200434804e-06,8.564750714867841e-06,343.662109375,360.162109375,357.67791748046875,355.1893310546875,352.3985595703125,348.87554931640625,344.4443664550781,346.25048828125,340.314208984375,337.3114013671875,15.585134506225586,16.505035400390625,16.84439468383789,17.61722755432129,11.798198699951172,1.8405189514160156
