,div100,div200,div250,div300,div400,div500,eqt1000,eqt200,eqt250,eqt300,eqt400,eqt500,eqt600,eqt700,eqt850,eqt925,sh850_200,sh850_250,sh925_200,sh925_250,ws10,wstrss10
26,5.2100527682341635e-05,1.0200466931564733e-05,-2.246567419206258e-06,-2.9255785193527117e-05,-7.015587470959872e-06,6.687174845865229e-06,335.600341796875,354.525146484375,351.9576416015625,349.2367858886719,346.60821533203125,345.9368896484375,343.2357177734375,343.2145690917969,337.7549133300781,334.16644287109375,19.661861419677734,22.8807373046875,21.844581604003906,24.76162338256836,11.807441711425781,1.8419610261917114
27,3.66841813956853e-05,8.37674906506436e-06,-6.087512701924425e-06,-2.012240838666912e-05,-8.215492925955914e-07,1.4672043107566424e-05,336.3910827636719,354.6331481933594,351.7568359375,349.37506103515625,345.8834533691406,346.08837890625,344.3794250488281,345.65789794921875,339.34228515625,335.64813232421875,18.59541893005371,20.795324325561523,20.709009170532227,22.832603454589844,11.850439071655273,1.8486683368682861
28,1.2064298061886802e-05,1.882638389361091e-05,1.4406459740712307e-05,-1.8764721971820109e-06,1.048932972480543e-05,1.9213039195165038e-05,336.36956787109375,354.762451171875,351.9449462890625,349.5760498046875,345.332763671875,346.04425048828125,344.2022399902344,345.54376220703125,338.8858642578125,335.3583068847656,16.644590377807617,17.607086181640625,18.598041534423828,20.027996063232422,11.409636497497559,1.7799034118652344
29,1.3686305464943871e-05,1.303932185692247e-05,7.803570838404994e-07,-1.093000946639222e-06,1.8584229110274464e-05,2.238385786768049e-05,336.14434814453125,355.31689453125,351.675048828125,348.7718811035156,345.46405029296875,345.7403564453125,344.771728515625,345.47998046875,339.2938232421875,335.7845458984375,18.35308265686035,18.413803100585938,20.812644958496094,21.55699920654297,11.316774368286133,1.7654169797897339
30,3.2765296055004e-05,1.6623042029095814e-05,2.445494828862138e-06,-4.833417733607348e-06,1.4905484022165183e-05,5.7347806432517245e-06,334.5372619628906,355.86260986328125,352.51751708984375,349.456298828125,345.633544921875,345.3988037109375,343.5146484375,343.72161865234375,337.7801513671875,334.34466552734375,20.710491180419922,20.89544677734375,22.15675163269043,22.881256103515625,11.951274871826172,1.8643989562988281
31,2.192322426708415e-05,2.343291271245107e-05,8.887591320672072e-06,-1.3181593203626107e-06,2.9361876840994228e-06,-1.0896976164076477e-05,333.6416931152344,355.13653564453125,351.88287353515625,348.69976806640625,344.8326416015625,344.5306701660156,342.4810791015625,343.228271484375,336.9625244140625,333.18695068359375,20.795574188232422,21.975603103637695,22.221145629882812,23.973102569580078,11.144079208374023,1.738476276397705
32,1.5358256860054098e-05,5.681607945007272e-06,7.273171149790869e-07,-7.419799203489674e-06,-5.620001502393279e-06,-1.530734880361706e-05,333.8522644042969,354.3473815917969,350.87469482421875,348.2568359375,344.8551940917969,343.9336242675781,342.5307312011719,343.8773193359375,337.0750732421875,333.227783203125,16.179418563842773,15.154065132141113,17.27450942993164,16.39287757873535,9.960426330566406,1.5538264513015747
33,7.380439456028398e-06,-9.728828445076942e-06,-5.495829100254923e-06,-2.000758058784413e-06,6.845230927865487e-06,-1.3096067959850188e-05,333.0895080566406,353.71136474609375,350.031982421875,347.6351318359375,344.1292419433594,342.7083740234375,342.194580078125,343.7826232910156,337.2815856933594,333.534912109375,13.898689270019531,12.615522384643555,15.832406044006348,14.430269241333008,9.327643394470215,1.4551122188568115
34,8.469562089885585e-06,-1.7462716641603038e-05,-9.283601684728637e-06,-3.1192787446343573e-06,8.286836418847088e-06,-8.130309652187862e-06,333.2206115722656,353.6046142578125,349.9178466796875,347.5399169921875,344.1593017578125,342.1932678222656,342.0458984375,344.4306945800781,337.6285400390625,333.9632568359375,12.748746871948242,11.716253280639648,14.044150352478027,12.866403579711914,9.447216033935547,1.4737656116485596
35,6.009944627294317e-06,-1.8594433640828356e-05,-4.109814653929789e-06,2.3605721253261436e-06,6.456823030021042e-06,-1.621476712898584e-06,333.692626953125,353.7701110839844,350.25518798828125,347.405029296875,344.1800842285156,341.77496337890625,342.17315673828125,344.99774169921875,338.32916259765625,334.19873046875,11.846492767333984,11.289674758911133,13.47705078125,13.127265930175781,9.566585540771484,1.4923874139785767
36,1.202465773531003e-05,-1.5132868611544836e-06,-1.0618079613777809e-05,-4.597055976773845e-06,8.535669167031301e-07,-1.9988156054751016e-06,334.57733154296875,353.86273193359375,350.22503662109375,347.33642578125,344.891845703125,342.6104736328125,342.77471923828125,346.6048583984375,338.9208679199219,334.8587341308594,13.315460205078125,15.985706329345703,14.252730369567871,17.216522216796875,8.12164306640625,1.266976237297058
37,9.739249435369857e-06,-1.0283838491886854e-07,-5.9126132327946834e-06,-3.5429820854915306e-06,2.219873977082898e-06,-6.197878974489868e-06,334.78814697265625,353.8244323730469,350.3138427734375,347.28558349609375,344.32421875,342.231689453125,342.1354675292969,346.53521728515625,338.8875427246094,335.03570556640625,12.253955841064453,13.204723358154297,13.941386222839355,14.491018295288086,7.72910213470459,1.205739974975586
38,1.7913152987603098e-05,-3.4456841149221873e-06,-1.0502715667826124e-05,-1.420714397681877e-06,-1.1043493941542692e-07,-1.0132579518540297e-05,334.45220947265625,353.9760437011719,350.1000671386719,347.136962890625,343.9464416503906,342.14703369140625,341.584716796875,345.89801025390625,338.73797607421875,335.2369689941406,12.185220718383789,10.423491477966309,14.063155174255371,11.888337135314941,7.658683776855469,1.1947546005249023
39,1.5551924661849625e-05,-1.5744511983939447e-05,-1.4938846106815618e-05,-4.11663313570898e-06,9.49970035435399e-06,-1.3356266208575107e-06,334.7659912109375,353.9576110839844,349.866455078125,346.95196533203125,343.626220703125,341.9354248046875,341.888427734375,344.72906494140625,338.5833435058594,335.16815185546875,12.839045524597168,9.462868690490723,14.43743896484375,10.968652725219727,7.712894439697266,1.2032115459442139
40,2.6766079827211797e-05,2.2734011508873664e-06,-1.4310596725408686e-06,3.804935658990871e-06,5.270446308713872e-06,-9.128313649853226e-06,334.8038635253906,354.8208923339844,351.3667907714844,348.20782470703125,344.15179443359375,342.1013488769531,342.4792785644531,345.9427185058594,339.27520751953125,335.2357177734375,13.277871131896973,9.923995018005371,14.687664031982422,11.796716690063477,7.0534348487854,1.1003358364105225
