,w10max
0,12.055098533630371
1,11.664788246154785
2,12.076045036315918
3,11.888578414916992
4,12.550704956054688
5,12.083922386169434
6,12.904961585998535
7,12.650217056274414
8,13.250351905822754
9,13.007580757141113
10,13.17536735534668
11,14.137432098388672
12,13.275362968444824
13,13.511722564697266
14,13.525671005249023
15,12.95095157623291
16,13.652727127075195
17,13.646322250366211
18,14.536643028259277
19,16.357458114624023
20,16.06983184814453
21,15.783942222595215
22,15.19727611541748
23,14.846284866333008
24,15.889248847961426
25,17.598474502563477
26,17.598506927490234
27,19.33740234375
28,19.12825584411621
29,18.45531463623047
30,17.359365463256836
31,15.830731391906738
32,14.12554931640625
33,14.234855651855469
34,12.302149772644043
35,13.596095085144043
36,14.185441017150879
37,13.296936988830566
38,12.367274284362793
39,11.38127613067627
40,10.595592498779297
41,10.759361267089844
42,11.476064682006836
43,11.670926094055176
44,11.541631698608398
45,9.210519790649414
46,8.805575370788574
47,7.341660022735596
48,7.70041036605835
49,8.404632568359375
50,8.886277198791504
51,9.78040599822998
52,8.787664413452148
53,7.375129222869873
54,7.3267903327941895
55,7.26692008972168
56,8.629134178161621
