,w10max
0,9.788406372070312
1,9.354808807373047
2,9.87952709197998
3,9.460238456726074
4,9.236916542053223
5,9.49002742767334
6,10.126736640930176
7,9.867816925048828
8,10.30598258972168
9,10.162897109985352
10,11.303858757019043
11,11.386829376220703
12,12.676008224487305
13,13.2178316116333
14,13.138290405273438
15,12.337607383728027
16,12.160931587219238
17,12.352828979492188
18,12.61063003540039
19,14.240665435791016
20,13.279404640197754
21,12.289802551269531
22,12.085546493530273
23,11.659717559814453
24,11.716277122497559
25,12.700841903686523
26,10.677973747253418
27,12.478877067565918
28,12.131600379943848
29,10.996391296386719
30,10.792901992797852
31,11.31661319732666
32,10.583195686340332
33,10.33699893951416
34,10.466115951538086
35,10.505606651306152
36,11.183926582336426
37,11.969136238098145
38,12.637127876281738
39,11.369034767150879
40,11.399364471435547
41,11.796441078186035
42,12.33786678314209
43,11.451723098754883
44,11.45366382598877
45,10.355908393859863
