,w10max
0,11.05150032043457
1,11.456849098205566
2,11.922776222229004
3,12.465779304504395
4,12.460637092590332
5,12.944938659667969
6,13.438233375549316
7,13.87368106842041
8,13.38512134552002
9,13.000431060791016
10,13.2639799118042
11,13.329556465148926
12,12.860629081726074
13,14.321488380432129
14,15.545251846313477
15,15.691276550292969
16,15.294159889221191
17,16.08823013305664
18,15.416269302368164
19,15.51927375793457
20,14.862277030944824
21,15.233600616455078
22,16.684879302978516
23,16.24449348449707
24,16.382503509521484
25,16.5223331451416
26,17.062219619750977
27,16.910606384277344
28,16.910524368286133
29,17.66342544555664
30,18.07343864440918
31,19.01824188232422
32,19.12428092956543
33,18.743080139160156
34,18.961994171142578
35,18.748294830322266
36,19.033931732177734
37,19.741615295410156
38,20.654508590698242
39,20.72826385498047
40,21.31761360168457
41,21.425642013549805
42,22.158998489379883
43,22.3073673248291
44,21.520418167114258
45,21.66631507873535
46,22.642822265625
47,22.28807258605957
48,21.198102951049805
49,19.59368133544922
50,20.248779296875
51,18.32501983642578
52,21.070236206054688
53,21.0648250579834
54,21.76055335998535
55,24.135499954223633
56,20.880172729492188
57,19.833425521850586
58,20.750947952270508
59,20.18688201904297
60,19.29159927368164
61,18.91734504699707
62,17.42777442932129
63,17.105499267578125
64,15.095809936523438
65,14.352456092834473
66,14.687880516052246
67,14.391639709472656
68,14.518004417419434
69,14.118810653686523
70,12.843753814697266
71,11.219858169555664
72,9.597168922424316
