,out_div100,out_div200,out_div250,out_div300,out_div400,out_div500,out_eqt1000,out_eqt200,out_eqt250,out_eqt300,out_eqt400,out_eqt500,out_eqt600,out_eqt700,out_eqt850,out_eqt925,out_sh850_200,out_sh850_250,out_sh925_200,out_sh925_250,out_ws10,out_wstrss10
0,9.66063735028271e-07,7.93470914201656e-06,3.3745722435644006e-06,-5.568184955956323e-07,3.255714995053841e-06,9.355033872723109e-07,334.61299281298375,353.53219357565723,349.787843253108,346.7630317339759,341.97918113138667,338.91507981328056,334.6553179792349,334.8713517802385,327.49677766507097,326.428892950794,13.59328343536844,9.516501486838575,13.78318034036711,9.582856434239925,5.664712290984822,0.8836951180545012
1,2.213184283708647e-06,7.5473730996815836e-06,1.0470907901708367e-06,-3.4185225618189872e-06,1.8504229703425467e-06,3.649357999334126e-07,334.79689722855886,353.3109231948853,349.7862097819646,346.8379652182261,341.7732726653417,338.9494768619537,334.5057558059692,334.78652044137317,327.14737753868104,326.2976148446401,13.336190955573693,9.355158947175369,13.27849495037226,9.310031465586508,5.766181298688752,0.8995242823342172
2,4.466272926612193e-06,5.642818369917738e-06,-1.5965704648304886e-06,-5.3606970160410815e-06,1.4590599462221343e-06,1.5865238568880756e-06,334.5681612798287,352.88750206880053,349.75781111499583,346.8602039922817,341.6049573193942,338.76663110661804,334.31485886,334.4080671571597,326.98947942899963,326.0363629131396,13.262704896725158,9.591061442904946,13.145008329436362,9.637026234484022,5.945839648811278,0.9275509851107459
3,4.844361321737258e-06,4.476166689513135e-06,-1.5051710240937544e-06,-4.344603022541499e-06,2.742298932331457e-06,3.4035275445560425e-06,334.26551315784457,352.484911386172,349.77202230294546,346.9174386739731,341.4355348110199,338.3430772622426,333.8031500418981,334.0528612931569,326.7330676794052,325.9452854077021,13.54142366607363,9.868980288598687,13.170509767289817,9.745036106774933,6.29113762374036,0.9814174690972626
4,3.7979983968969118e-06,2.66906857633097e-06,-2.553495348040016e-08,-4.389170083786656e-06,1.7869655071022785e-06,3.293288867989113e-06,333.50080524143834,352.3599524834344,349.4524025976411,346.82305897914523,341.3167561891168,338.06804774905635,334.00165513541197,334.5122160219058,326.3439382339414,325.0837649191069,14.170406757166061,10.54698509732126,14.01111374552752,10.342228542232723,5.810457104762931,0.9064313073964264
5,3.872731852752378e-06,3.427328889278834e-06,2.5151626248332005e-06,-1.8173755624852997e-06,1.6039574168652538e-06,2.079785150813779e-06,333.6893675406774,352.2316762049993,349.48272536595664,346.7638360977173,341.2013652165731,337.7970104297002,334.00558269818623,334.26364130179087,326.32062395413715,324.9575162410736,14.729358045974125,11.10316759920291,14.664165357034653,10.96803671680779,5.948782775659735,0.9280101132875037
6,4.901126576035946e-06,6.65657777829754e-06,3.7355146776767876e-06,-2.196126141377436e-06,9.539144212726218e-07,2.3517062070810785e-06,333.96794356350085,352.42841873327234,349.8907968038345,346.98874210816695,341.5208773632762,337.75456832157624,334.0247239235526,334.1626372911129,326.57602827776515,325.35882021480575,15.273376703540567,11.997240849511691,15.170571474149762,11.871619324149618,6.300716757934726,0.9829118133032756
7,6.1318111648697255e-06,7.365730321867714e-06,2.688294939556223e-06,-2.4174341753160563e-06,1.143387654862239e-06,1.213947133717356e-06,334.57168467839557,352.7299937407176,350.34408787091576,347.2783078034719,341.8131431976954,337.814484167099,334.0810985326767,334.6442536195119,327.141641608874,326.30106524626416,16.17109512843114,12.884077969847324,15.82793246114937,12.533652304912296,6.399394707059643,0.9983055746299214
8,5.201296256393886e-06,1.211902225434607e-05,4.664336273240676e-06,-1.5830464455843241e-06,4.379915474385528e-07,-1.3283977379645317e-06,334.51708402633665,353.5226476589839,350.8234472354253,347.302187927564,341.7349673430125,337.2195419867833,333.9037031253179,335.3460787216822,327.6649207909902,326.9899625301361,15.921528310716774,12.315817008633166,15.55461053031031,11.918361370738905,6.174893821572186,0.9632834362831394
9,5.611822572258267e-06,1.1638018725180822e-05,1.6848958716264803e-06,-3.628376889878255e-06,7.444279228538409e-07,-2.6047315729688774e-06,334.28018701871235,353.2642216205597,350.68773250579835,347.36878458658856,341.71782067616783,336.9885876893997,333.7194699048996,335.4182981650035,328.02042344411217,327.36413040955864,15.077373186374704,10.905083754324975,14.538221918915708,10.341403882352946,6.112709751872656,0.9535827214053522
10,8.217574759386043e-06,1.1887883472064714e-05,1.8640695931659384e-06,-4.634435947240404e-06,-6.48809808727272e-07,-2.7549994492176408e-06,333.82071827457156,352.807266425295,350.3226194896144,347.2123228682522,341.77287788707685,336.74788701385876,333.294574690063,335.148324974345,328.17790636877794,327.2893881975863,14.606709661078156,9.792524502616514,13.924389302807848,9.332899908758352,6.103901415599579,0.9522086202400771
11,8.113923524155631e-06,1.371017601449707e-05,1.5206206838853005e-06,-5.204335011442981e-06,-5.924127889018564e-07,-2.3502511145419292e-06,333.66108633677163,352.27874932289126,349.83905612627666,346.9251543124517,341.6940309604009,336.3916562239329,332.7051299413045,334.77294925848645,328.1690520763397,327.38451481660206,13.805461151502096,9.036786109286671,13.054316205352855,8.668488312326371,6.314270265675926,0.9850261612872904
