,w10max
0,17.156173706054688
1,16.316085815429688
2,15.136743545532227
3,15.846549034118652
4,17.13627052307129
5,18.781349182128906
6,16.637985229492188
7,16.420957565307617
8,16.046810150146484
9,15.495787620544434
10,18.363126754760742
11,19.236522674560547
12,20.118736267089844
13,15.381332397460938
14,18.22650718688965
15,14.279674530029297
16,15.122437477111816
17,15.445846557617188
18,16.05803680419922
19,17.97343635559082
20,17.43384552001953
21,22.632131576538086
22,20.497058868408203
23,20.549226760864258
24,21.453336715698242
25,21.84406089782715
26,19.833654403686523
27,18.884693145751953
28,19.62657928466797
29,19.48332405090332
30,19.24789810180664
31,20.827701568603516
32,18.71596336364746
33,18.428319931030273
34,19.80634117126465
35,19.447933197021484
36,20.502893447875977
37,19.463329315185547
38,16.925682067871094
39,17.06484603881836
40,18.07769203186035
41,16.6557674407959
42,15.356491088867188
43,16.615488052368164
44,16.77823257446289
45,16.5987491607666
46,15.845466613769531
47,14.8717041015625
48,14.44726848602295
49,16.130205154418945
50,17.48802947998047
51,15.556120872497559
52,16.33036231994629
