,w10max
0,11.610608100891113
1,11.120101928710938
2,10.808993339538574
3,10.919840812683105
4,11.646101951599121
5,12.309656143188477
6,13.179357528686523
7,14.240962982177734
8,14.412391662597656
9,15.714521408081055
10,14.797595024108887
11,15.935065269470215
12,15.866368293762207
13,15.86441707611084
14,16.94944190979004
15,17.16975212097168
16,18.487104415893555
17,18.627687454223633
18,21.17399787902832
19,22.359678268432617
20,21.780452728271484
21,21.92287254333496
22,22.107240676879883
23,23.668378829956055
24,23.657344818115234
25,24.18531036376953
26,25.351272583007812
27,25.122732162475586
28,25.064802169799805
29,25.64800453186035
30,24.6115665435791
31,25.94734764099121
32,25.856483459472656
33,26.822416305541992
34,28.54976463317871
35,30.18178939819336
36,30.33786964416504
37,30.238426208496094
38,32.33320999145508
39,32.48569107055664
40,33.829856872558594
41,36.517578125
42,37.39621353149414
43,35.81719970703125
44,28.17403793334961
45,26.56765365600586
46,25.123685836791992
47,28.78673553466797
48,25.03264045715332
49,27.213850021362305
50,27.628597259521484
51,28.765731811523438
52,29.254697799682617
53,28.562747955322266
54,28.436481475830078
55,27.6219482421875
56,23.635269165039062
57,18.36785125732422
58,14.019038200378418
59,12.421576499938965
60,11.541940689086914
61,11.252285957336426
62,9.948348045349121
63,10.337322235107422
64,11.654231071472168
65,11.942705154418945
66,13.542025566101074
67,13.31564998626709
68,16.577987670898438
