,w10max
0,13.363447189331055
1,13.512040138244629
2,13.702934265136719
3,14.307158470153809
4,14.666850090026855
5,14.466111183166504
6,16.127744674682617
7,17.103878021240234
8,18.462743759155273
9,18.939809799194336
10,19.99049949645996
11,20.735610961914062
12,20.908905029296875
13,22.236534118652344
14,22.15984535217285
15,24.20426368713379
16,24.929759979248047
17,24.6409969329834
18,23.86542510986328
19,24.480178833007812
20,23.419870376586914
21,24.00768280029297
22,24.68892478942871
23,24.691673278808594
24,24.52635955810547
25,26.16581153869629
26,24.758874893188477
27,25.790491104125977
28,26.080076217651367
29,26.711711883544922
30,26.514986038208008
31,29.461057662963867
32,31.033489227294922
33,29.551429748535156
34,27.500675201416016
35,26.163331985473633
36,24.733020782470703
37,24.5968074798584
38,23.450231552124023
39,23.576988220214844
40,23.648046493530273
41,23.694778442382812
42,23.180265426635742
43,22.433496475219727
44,21.10509490966797
45,19.16231346130371
46,19.983402252197266
47,22.0572566986084
48,20.571548461914062
49,18.524494171142578
50,16.446834564208984
51,15.428622245788574
52,15.12343692779541
53,14.738415718078613
54,14.199788093566895
55,14.06125259399414
56,14.068901062011719
57,14.234859466552734
58,14.20844841003418
59,14.305000305175781
60,12.945408821105957
61,12.981328010559082
62,13.7349853515625
63,14.138408660888672
64,16.695587158203125
65,16.209468841552734
